card_id,bank_customer_id,card_type,card_limit,available_limit,statement_date,due_date,card_provider,bank_id
ziraat_CARD_CUST_0055_1,ziraat_33,Banka,6273.8,7993.31,2025-07-05,2025-07-13,Black,ziraat
ziraat_CARD_CUST_0057_2,ziraat_34,Kredi,58117.5,67516.33,2025-07-11,2025-07-11,Business,ziraat
ziraat_CARD_CUST_0057_3,ziraat_34,Kredi,77965.65,7358.66,2025-07-15,2025-07-21,Business,ziraat
ziraat_CARD_CUST_0060_1,ziraat_35,Banka,33848.07,41543.73,2025-07-17,2025-07-18,Gold,ziraat
ziraat_CARD_CUST_0060_2,ziraat_35,Kredi,31005.67,14336.5,2025-07-02,2025-07-22,Business,ziraat
ziraat_CARD_CUST_0061_1,ziraat_36,Banka,30419.49,46834.05,2025-07-10,2025-07-29,Black,ziraat
ziraat_CARD_CUST_0061_3,ziraat_36,Banka,41290.08,44171.79,2025-07-08,2025-07-11,Classic,ziraat
ziraat_CARD_CUST_0061_4,ziraat_36,Kredi,59810.47,58206.72,2025-07-03,2025-07-26,Classic,ziraat
ziraat_CARD_CUST_0063_3,ziraat_38,Kredi,16618.93,46329.07,2025-07-08,2025-07-26,Gold,ziraat
ziraat_CARD_CUST_0065_1,ziraat_40,Banka,29863.51,52072.97,2025-07-09,2025-07-11,Platinum,ziraat
ziraat_CARD_CUST_0065_3,ziraat_40,Banka,7346.59,17473.91,2025-07-01,2025-07-25,Platinum,ziraat
ziraat_CARD_CUST_0067_1,ziraat_41,Banka,51929.2,68200.45,2025-07-10,2025-07-10,Business,ziraat
ziraat_CARD_CUST_0067_2,ziraat_41,Kredi,25126.38,3803.43,2025-07-09,2025-07-25,Gold,ziraat
ziraat_CARD_CUST_0067_3,ziraat_41,Kredi,58263.43,40684.43,2025-07-16,2025-07-20,Platinum,ziraat
ziraat_CARD_CUST_0067_4,ziraat_41,Kredi,46614.98,37408.92,2025-07-14,2025-07-27,Gold,ziraat
ziraat_CARD_CUST_0069_3,ziraat_42,Banka,69234.32,63824.08,2025-07-09,2025-07-19,Black,ziraat
ziraat_CARD_CUST_0074_2,ziraat_45,Kredi,67793.42,46524.53,2025-07-03,2025-07-09,Gold,ziraat
ziraat_CARD_CUST_0074_3,ziraat_45,Banka,45560.05,21994.16,2025-07-11,2025-07-25,Classic,ziraat
ziraat_CARD_CUST_0074_4,ziraat_45,Kredi,69038.83,27498.74,2025-07-07,2025-08-02,Platinum,ziraat
ziraat_CARD_CUST_0075_1,ziraat_46,Kredi,69175.09,11635.79,2025-07-06,2025-07-20,Platinum,ziraat
ziraat_CARD_CUST_0075_3,ziraat_46,Banka,59744.53,64891.56,2025-07-12,2025-07-29,Black,ziraat
ziraat_CARD_CUST_0078_1,ziraat_47,Kredi,72827.05,68201.87,2025-07-01,2025-07-12,Platinum,ziraat
ziraat_CARD_CUST_0082_2,ziraat_50,Kredi,9902.89,49862.76,2025-07-16,2025-07-21,Gold,ziraat
ziraat_CARD_CUST_0089_2,ziraat_54,Banka,40795.07,30548.91,2025-07-07,2025-07-20,Business,ziraat
ziraat_CARD_CUST_0090_1,ziraat_55,Banka,42474.3,34528.8,2025-07-06,2025-07-29,Black,ziraat
ziraat_CARD_CUST_0094_2,ziraat_56,Banka,9747.91,9890.42,2025-07-06,2025-07-28,Classic,ziraat
ziraat_CARD_CUST_0094_3,ziraat_56,Kredi,56594.5,13581.37,2025-07-10,2025-07-19,Gold,ziraat
ziraat_CARD_CUST_0094_4,ziraat_56,Banka,52943.99,45656.92,2025-07-02,2025-07-25,Business,ziraat
ziraat_CARD_CUST_0098_2,ziraat_57,Banka,13099.21,20890.89,2025-07-11,2025-07-25,Black,ziraat
ziraat_CARD_CUST_0102_3,ziraat_59,Banka,51466.91,17558.86,2025-07-05,2025-07-26,Gold,ziraat
ziraat_CARD_CUST_0102_4,ziraat_59,Kredi,64736.19,29231.95,2025-07-07,2025-07-29,Black,ziraat
ziraat_CARD_CUST_0103_3,ziraat_60,Kredi,33281.5,3078.01,2025-07-01,2025-07-18,Business,ziraat
ziraat_CARD_CUST_0103_4,ziraat_60,Kredi,78285.44,68613.27,2025-07-13,2025-07-25,Black,ziraat
ziraat_CARD_CUST_0104_1,ziraat_61,Banka,73010.78,1049.21,2025-07-12,2025-07-20,Business,ziraat
ziraat_CARD_CUST_0104_3,ziraat_61,Banka,56705.26,62193.41,2025-07-06,2025-07-27,Gold,ziraat
ziraat_CARD_CUST_0108_1,ziraat_62,Banka,19538.4,5926.05,2025-07-01,2025-07-27,Business,ziraat
ziraat_CARD_CUST_0112_2,ziraat_65,Kredi,57455.06,40253.64,2025-07-14,2025-07-28,Business,ziraat
ziraat_CARD_CUST_0114_1,ziraat_66,Banka,22802.69,8467.8,2025-07-15,2025-07-14,Business,ziraat
ziraat_CARD_CUST_0114_2,ziraat_66,Kredi,24972.08,13195.49,2025-07-13,2025-07-22,Gold,ziraat
ziraat_CARD_CUST_0117_4,ziraat_68,Kredi,59917.09,39634.17,2025-07-04,2025-07-18,Classic,ziraat
ziraat_CARD_CUST_0118_1,ziraat_69,Banka,70627.51,15154.09,2025-07-01,2025-07-16,Platinum,ziraat
ziraat_CARD_CUST_0118_2,ziraat_69,Banka,78432.31,49688.91,2025-07-13,2025-07-22,Gold,ziraat
ziraat_CARD_CUST_0118_3,ziraat_69,Banka,29305.49,32456.05,2025-07-01,2025-07-24,Classic,ziraat
ziraat_CARD_CUST_0119_1,ziraat_70,Kredi,54798.39,29214.83,2025-07-01,2025-07-25,Black,ziraat
ziraat_CARD_CUST_0119_4,ziraat_70,Banka,77847.01,26658.16,2025-07-08,2025-07-19,Black,ziraat
ziraat_CARD_CUST_0121_1,ziraat_72,Banka,65247.92,15869.76,2025-07-02,2025-07-27,Platinum,ziraat
ziraat_CARD_CUST_0122_1,ziraat_73,Kredi,69983.55,40052.61,2025-07-15,2025-08-04,Gold,ziraat
ziraat_CARD_CUST_0122_2,ziraat_73,Kredi,53807.56,39816.64,2025-07-09,2025-07-19,Classic,ziraat
ziraat_CARD_CUST_0134_3,ziraat_78,Kredi,15892.38,27474.05,2025-07-15,2025-07-29,Black,ziraat
ziraat_CARD_CUST_0135_3,ziraat_79,Kredi,75033.42,26500.46,2025-07-09,2025-07-22,Gold,ziraat
ziraat_CARD_CUST_0136_2,ziraat_80,Banka,39001.43,28922.22,2025-07-07,2025-07-29,Platinum,ziraat
ziraat_CARD_CUST_0137_1,ziraat_81,Kredi,30650.16,6228.09,2025-07-09,2025-07-10,Platinum,ziraat
ziraat_CARD_CUST_0138_1,ziraat_82,Kredi,79877.19,52790.64,2025-07-06,2025-07-18,Classic,ziraat
ziraat_CARD_CUST_0139_4,ziraat_83,Banka,29166.31,29630.74,2025-07-18,2025-07-26,Business,ziraat
ziraat_CARD_CUST_0143_2,ziraat_84,Kredi,26851.3,57343.78,2025-07-08,2025-08-03,Gold,ziraat
ziraat_CARD_CUST_0144_1,ziraat_85,Banka,24208.96,1017.31,2025-07-18,2025-07-16,Black,ziraat
ziraat_CARD_CUST_0144_4,ziraat_85,Kredi,59771.38,20509.87,2025-07-04,2025-07-27,Platinum,ziraat
ziraat_CARD_CUST_0147_2,ziraat_86,Banka,40326.46,5242.48,2025-07-06,2025-07-18,Black,ziraat
ziraat_CARD_CUST_0151_2,ziraat_89,Banka,19383.13,15796.69,2025-07-16,2025-07-19,Business,ziraat
ziraat_CARD_CUST_0151_3,ziraat_89,Banka,6383.3,62039.47,2025-07-16,2025-08-03,Platinum,ziraat
ziraat_CARD_CUST_0155_2,ziraat_91,Kredi,49820.87,27013.27,2025-07-09,2025-07-26,Gold,ziraat
ziraat_CARD_CUST_0155_3,ziraat_91,Banka,51493.25,4990.87,2025-07-07,2025-07-28,Classic,ziraat
ziraat_CARD_CUST_0156_2,ziraat_92,Kredi,35820.47,32961.66,2025-07-07,2025-07-23,Gold,ziraat
ziraat_CARD_CUST_0158_1,ziraat_94,Banka,61544.98,57462.46,2025-07-03,2025-08-06,Classic,ziraat
ziraat_CARD_CUST_0158_2,ziraat_94,Banka,35909.59,6284.68,2025-07-08,2025-07-20,Business,ziraat
ziraat_CARD_CUST_0160_2,ziraat_96,Banka,76696.46,54103.29,2025-07-12,2025-07-17,Business,ziraat
ziraat_CARD_CUST_0163_2,ziraat_98,Banka,17352.8,9836.08,2025-07-18,2025-07-26,Gold,ziraat
ziraat_CARD_CUST_0167_2,ziraat_101,Banka,53837.59,717.47,2025-07-17,2025-07-18,Classic,ziraat
ziraat_CARD_CUST_0169_1,ziraat_102,Kredi,11121.17,69538.62,2025-07-03,2025-07-14,Gold,ziraat
ziraat_CARD_CUST_0170_4,ziraat_103,Banka,12811.14,22279.37,2025-07-03,2025-07-30,Business,ziraat
ziraat_CARD_CUST_0172_1,ziraat_104,Banka,51592.93,15491.5,2025-07-18,2025-07-23,Black,ziraat
ziraat_CARD_CUST_0172_3,ziraat_104,Kredi,74083.15,54434.69,2025-07-06,2025-08-03,Black,ziraat
ziraat_CARD_CUST_0175_1,ziraat_105,Kredi,10395.68,68204.03,2025-07-15,2025-07-14,Classic,ziraat
ziraat_CARD_CUST_0175_3,ziraat_105,Banka,21865.08,8756.78,2025-07-05,2025-07-27,Black,ziraat
ziraat_CARD_CUST_0178_1,ziraat_106,Kredi,12918.83,14832.98,2025-07-09,2025-07-26,Classic,ziraat
ziraat_CARD_CUST_0178_2,ziraat_106,Banka,68561.66,2932.87,2025-07-17,2025-07-12,Business,ziraat
ziraat_CARD_CUST_0178_3,ziraat_106,Banka,30994.09,38337.69,2025-07-05,2025-07-20,Classic,ziraat
ziraat_CARD_CUST_0178_4,ziraat_106,Kredi,26146.2,66261.92,2025-07-16,2025-07-26,Business,ziraat
ziraat_CARD_CUST_0179_2,ziraat_107,Kredi,5828.51,10345.88,2025-07-08,2025-07-14,Gold,ziraat
ziraat_CARD_CUST_0180_1,ziraat_108,Kredi,75745.02,47518.53,2025-07-14,2025-07-23,Business,ziraat
ziraat_CARD_CUST_0180_2,ziraat_108,Kredi,8432.97,51420.91,2025-07-01,2025-07-28,Platinum,ziraat
ziraat_CARD_CUST_0180_4,ziraat_108,Kredi,77229.36,17701.09,2025-07-10,2025-07-29,Classic,ziraat
ziraat_CARD_CUST_0182_3,ziraat_109,Kredi,32167.65,51611.86,2025-07-18,2025-07-17,Platinum,ziraat
ziraat_CARD_CUST_0184_3,ziraat_110,Kredi,50454.07,63806.61,2025-07-05,2025-07-15,Black,ziraat
ziraat_CARD_CUST_0184_4,ziraat_110,Banka,21805.42,51859.33,2025-07-06,2025-07-17,Business,ziraat
ziraat_CARD_CUST_0185_1,ziraat_111,Kredi,16460.69,26010.04,2025-07-16,2025-07-17,Business,ziraat
ziraat_CARD_CUST_0185_2,ziraat_111,Banka,76341.24,29879.2,2025-07-07,2025-08-02,Gold,ziraat
ziraat_CARD_CUST_0185_3,ziraat_111,Banka,77669.09,23988.12,2025-07-17,2025-07-27,Business,ziraat
ziraat_CARD_CUST_0187_1,ziraat_112,Banka,30249.74,858.23,2025-07-15,2025-07-20,Black,ziraat
ziraat_CARD_CUST_0187_2,ziraat_112,Banka,3682.51,30440.87,2025-07-02,2025-07-20,Classic,ziraat
ziraat_CARD_CUST_0187_3,ziraat_112,Kredi,34625.37,63961.08,2025-07-17,2025-07-13,Gold,ziraat
ziraat_CARD_CUST_0187_4,ziraat_112,Banka,20409.33,27977.44,2025-07-08,2025-07-27,Platinum,ziraat
ziraat_CARD_CUST_0190_2,ziraat_114,Kredi,29497.28,1448.6,2025-07-03,2025-07-25,Classic,ziraat
ziraat_CARD_CUST_0190_3,ziraat_114,Banka,36084.21,41997.53,2025-07-02,2025-07-07,Black,ziraat
ziraat_CARD_CUST_0193_2,ziraat_115,Kredi,7014.06,52260.45,2025-07-02,2025-07-12,Platinum,ziraat
ziraat_CARD_CUST_0194_3,ziraat_116,Banka,19172.56,27191.43,2025-07-09,2025-07-13,Gold,ziraat
ziraat_CARD_CUST_0201_2,ziraat_118,Banka,15544.74,12852.53,2025-07-06,2025-07-27,Business,ziraat
ziraat_CARD_CUST_0202_1,ziraat_119,Kredi,38036.86,45335.75,2025-07-05,2025-07-18,Classic,ziraat
ziraat_CARD_CUST_0202_2,ziraat_119,Kredi,58960.88,56655.49,2025-07-15,2025-07-13,Black,ziraat
ziraat_CARD_CUST_0210_1,ziraat_122,Banka,7164.42,7867.68,2025-07-01,2025-07-16,Black,ziraat
ziraat_CARD_CUST_0212_1,ziraat_123,Banka,78300.32,9196.77,2025-07-17,2025-07-27,Black,ziraat
ziraat_CARD_CUST_0212_2,ziraat_123,Kredi,19855.79,13266.72,2025-07-08,2025-07-09,Black,ziraat
ziraat_CARD_CUST_0214_2,ziraat_124,Banka,6517.41,22363.33,2025-07-09,2025-07-18,Classic,ziraat
ziraat_CARD_CUST_0215_2,ziraat_125,Kredi,25339.19,11031.88,2025-07-05,2025-08-02,Classic,ziraat
ziraat_CARD_CUST_0215_3,ziraat_125,Kredi,76367.01,16594.12,2025-07-08,2025-07-18,Gold,ziraat
ziraat_CARD_CUST_0218_1,ziraat_127,Kredi,75366.87,68031.8,2025-07-09,2025-07-30,Classic,ziraat
ziraat_CARD_CUST_0218_2,ziraat_127,Banka,69143.25,28365.28,2025-07-03,2025-07-12,Black,ziraat
ziraat_CARD_CUST_0219_2,ziraat_128,Kredi,60060.28,17514.77,2025-07-10,2025-07-07,Gold,ziraat
ziraat_CARD_CUST_0224_2,ziraat_129,Kredi,18292.61,65964.94,2025-07-14,2025-08-03,Black,ziraat
ziraat_CARD_CUST_0226_1,ziraat_130,Banka,52196.56,40697.2,2025-07-09,2025-07-24,Gold,ziraat
ziraat_CARD_CUST_0226_4,ziraat_130,Kredi,31509.74,25783.71,2025-07-05,2025-07-31,Platinum,ziraat
ziraat_CARD_CUST_0231_1,ziraat_133,Kredi,34040.16,22609.68,2025-07-05,2025-07-18,Black,ziraat
ziraat_CARD_CUST_0232_2,ziraat_134,Kredi,47028.13,2257.65,2025-07-15,2025-07-25,Black,ziraat
ziraat_CARD_CUST_0233_4,ziraat_135,Kredi,24749.65,62675.03,2025-07-13,2025-07-09,Classic,ziraat
ziraat_CARD_CUST_0234_3,ziraat_136,Kredi,16845.1,1204.75,2025-07-14,2025-07-16,Business,ziraat
ziraat_CARD_CUST_0235_3,ziraat_137,Kredi,42885.61,53386.79,2025-07-06,2025-07-22,Platinum,ziraat
ziraat_CARD_CUST_0235_4,ziraat_137,Kredi,72190.07,2550.08,2025-07-04,2025-07-23,Gold,ziraat
ziraat_CARD_CUST_0236_1,ziraat_138,Banka,24072.32,14347.01,2025-07-18,2025-07-19,Platinum,ziraat
ziraat_CARD_CUST_0239_2,ziraat_139,Banka,31641.25,54676.26,2025-07-06,2025-07-09,Classic,ziraat
ziraat_CARD_CUST_0240_1,ziraat_140,Banka,72203.29,39534.02,2025-07-03,2025-07-28,Platinum,ziraat
ziraat_CARD_CUST_0240_2,ziraat_140,Kredi,43599.2,7652.95,2025-07-15,2025-07-16,Business,ziraat
ziraat_CARD_CUST_0242_2,ziraat_142,Banka,58690.53,19589.81,2025-07-05,2025-08-01,Black,ziraat
ziraat_CARD_CUST_0243_3,ziraat_143,Banka,20428.28,6617.16,2025-07-03,2025-07-30,Business,ziraat
ziraat_CARD_CUST_0244_1,ziraat_144,Banka,71015.59,3493.79,2025-07-18,2025-07-10,Platinum,ziraat
ziraat_CARD_CUST_0244_2,ziraat_144,Kredi,23306.99,48310.55,2025-07-08,2025-07-19,Platinum,ziraat
ziraat_CARD_CUST_0246_1,ziraat_145,Kredi,56512.31,5722.54,2025-07-03,2025-07-31,Classic,ziraat
ziraat_CARD_CUST_0247_1,ziraat_146,Banka,61557.57,22171.87,2025-07-12,2025-08-03,Gold,ziraat
ziraat_CARD_CUST_0247_2,ziraat_146,Kredi,73387.65,15705.55,2025-07-12,2025-07-29,Black,ziraat
ziraat_CARD_CUST_0248_1,ziraat_147,Banka,76265.08,40618.34,2025-07-06,2025-07-22,Gold,ziraat
ziraat_CARD_CUST_0248_2,ziraat_147,Banka,70467.11,52279.31,2025-07-03,2025-07-17,Classic,ziraat
ziraat_CARD_CUST_0249_1,ziraat_148,Banka,30100.68,8723.67,2025-07-04,2025-07-16,Platinum,ziraat
ziraat_CARD_CUST_0249_2,ziraat_148,Banka,19329.08,28086.5,2025-07-13,2025-07-21,Business,ziraat
ziraat_CARD_CUST_0249_3,ziraat_148,Banka,7093.09,19444.93,2025-07-18,2025-07-11,Classic,ziraat
ziraat_CARD_CUST_0250_1,ziraat_149,Kredi,48741.79,37304.61,2025-07-13,2025-07-22,Business,ziraat
ziraat_CARD_CUST_0251_1,ziraat_150,Banka,41128.22,12386.52,2025-07-13,2025-07-16,Platinum,ziraat
ziraat_CARD_CUST_0259_1,ziraat_154,Kredi,55615.73,14365.71,2025-07-04,2025-07-22,Black,ziraat
ziraat_CARD_CUST_0259_4,ziraat_154,Kredi,43546,48742.27,2025-07-10,2025-07-21,Black,ziraat
ziraat_CARD_CUST_0262_1,ziraat_156,Kredi,26168.7,22106.91,2025-07-08,2025-07-18,Black,ziraat
ziraat_CARD_CUST_0262_3,ziraat_156,Kredi,22034.87,7700.69,2025-07-09,2025-07-09,Business,ziraat
ziraat_CARD_CUST_0262_4,ziraat_156,Banka,33084.97,64860.09,2025-07-11,2025-07-27,Black,ziraat
ziraat_CARD_CUST_0271_3,ziraat_162,Kredi,41003.74,56493.51,2025-07-05,2025-07-07,Platinum,ziraat
ziraat_CARD_CUST_0274_1,ziraat_165,Banka,30087.76,24347.23,2025-07-04,2025-07-18,Gold,ziraat
ziraat_CARD_CUST_0274_2,ziraat_165,Kredi,10083.29,1198.45,2025-07-08,2025-08-05,Business,ziraat
ziraat_CARD_CUST_0274_3,ziraat_165,Kredi,79302.28,1535.45,2025-07-07,2025-07-19,Classic,ziraat
ziraat_CARD_CUST_0274_4,ziraat_165,Kredi,7362.4,30979.63,2025-07-12,2025-07-30,Classic,ziraat
ziraat_CARD_CUST_0275_3,ziraat_166,Kredi,37152.72,21538.96,2025-07-06,2025-07-21,Business,ziraat
ziraat_CARD_CUST_0276_2,ziraat_167,Banka,57323.63,43720.09,2025-07-02,2025-07-30,Classic,ziraat
ziraat_CARD_CUST_0277_4,ziraat_168,Banka,41142.53,60462.71,2025-07-06,2025-07-22,Black,ziraat
ziraat_CARD_CUST_0282_2,ziraat_169,Kredi,17187.67,35716.98,2025-07-06,2025-07-28,Business,ziraat
ziraat_CARD_CUST_0284_1,ziraat_170,Banka,78082.61,62868.76,2025-07-08,2025-07-21,Black,ziraat
ziraat_CARD_CUST_0284_2,ziraat_170,Banka,50887.56,11641.74,2025-07-15,2025-07-07,Platinum,ziraat
ziraat_CARD_CUST_0285_1,ziraat_171,Kredi,32170.66,40996.69,2025-07-04,2025-07-15,Black,ziraat
ziraat_CARD_CUST_0285_2,ziraat_171,Kredi,76548.81,67124.45,2025-07-02,2025-07-13,Business,ziraat
ziraat_CARD_CUST_0285_3,ziraat_171,Banka,44500.49,8926.34,2025-07-18,2025-07-07,Business,ziraat
ziraat_CARD_CUST_0285_4,ziraat_171,Banka,53758.23,36663.35,2025-07-14,2025-07-20,Platinum,ziraat
ziraat_CARD_CUST_0287_2,ziraat_172,Banka,20691.77,58033.57,2025-07-07,2025-07-12,Business,ziraat
ziraat_CARD_CUST_0287_3,ziraat_172,Kredi,62786.52,28829.41,2025-07-05,2025-07-21,Business,ziraat
ziraat_CARD_CUST_0294_1,ziraat_175,Kredi,59006.84,23234.54,2025-07-17,2025-07-26,Platinum,ziraat
ziraat_CARD_CUST_0294_2,ziraat_175,Banka,51558.04,36142.67,2025-07-02,2025-07-16,Platinum,ziraat
ziraat_CARD_CUST_0294_3,ziraat_175,Kredi,36370.08,65299.58,2025-07-14,2025-08-02,Gold,ziraat
ziraat_CARD_CUST_0294_4,ziraat_175,Kredi,76087.06,44096.31,2025-07-15,2025-07-19,Gold,ziraat
ziraat_CARD_CUST_0295_1,ziraat_176,Kredi,40307.05,13503.79,2025-07-07,2025-07-24,Platinum,ziraat
ziraat_CARD_CUST_0295_2,ziraat_176,Kredi,18290.12,61372.54,2025-07-04,2025-07-24,Classic,ziraat
ziraat_CARD_CUST_0295_3,ziraat_176,Banka,8179.12,39262.73,2025-07-02,2025-07-20,Gold,ziraat
ziraat_CARD_CUST_0295_4,ziraat_176,Kredi,35198.27,18783.63,2025-07-02,2025-08-03,Business,ziraat
ziraat_CARD_CUST_0298_1,ziraat_178,Banka,7681.85,54140.01,2025-07-04,2025-07-15,Platinum,ziraat
ziraat_CARD_CUST_0298_2,ziraat_178,Banka,33136.14,31215.63,2025-07-13,2025-07-25,Platinum,ziraat
ziraat_CARD_CUST_0298_3,ziraat_178,Kredi,23660.43,51108.99,2025-07-18,2025-07-25,Classic,ziraat
ziraat_CARD_CUST_0298_4,ziraat_178,Banka,37468,15881.05,2025-07-17,2025-07-26,Business,ziraat
ziraat_CARD_CUST_0299_2,ziraat_179,Kredi,63093.38,23663.52,2025-07-05,2025-07-27,Business,ziraat
ziraat_CARD_CUST_0301_1,ziraat_180,Kredi,5777.77,1891.97,2025-07-17,2025-07-19,Business,ziraat
ziraat_CARD_CUST_0302_2,ziraat_181,Kredi,66008.78,61425.2,2025-07-18,2025-07-11,Classic,ziraat
ziraat_CARD_CUST_0304_2,ziraat_182,Banka,36074.16,15946.58,2025-07-01,2025-08-01,Business,ziraat
ziraat_CARD_CUST_0306_2,ziraat_184,Kredi,9459.44,28522.06,2025-07-16,2025-07-26,Business,ziraat
ziraat_CARD_CUST_0308_1,ziraat_185,Kredi,71183.72,34915.32,2025-07-04,2025-07-25,Gold,ziraat
ziraat_CARD_CUST_0308_4,ziraat_185,Kredi,13896.85,36865.96,2025-07-06,2025-07-12,Business,ziraat
ziraat_CARD_CUST_0310_1,ziraat_186,Kredi,29561.72,1482,2025-07-16,2025-07-20,Platinum,ziraat
ziraat_CARD_CUST_0310_3,ziraat_186,Banka,74941.71,39497.3,2025-07-03,2025-07-13,Classic,ziraat
ziraat_CARD_CUST_0311_2,ziraat_187,Banka,77432.73,51739.95,2025-07-08,2025-07-30,Gold,ziraat
ziraat_CARD_CUST_0317_1,ziraat_189,Banka,42758.21,65867.89,2025-07-05,2025-07-30,Black,ziraat
ziraat_CARD_CUST_0317_3,ziraat_189,Kredi,16289.06,3593.34,2025-07-02,2025-07-24,Business,ziraat
ziraat_CARD_CUST_0317_4,ziraat_189,Banka,16318.55,52404.58,2025-07-07,2025-07-14,Platinum,ziraat
ziraat_CARD_CUST_0318_1,ziraat_190,Kredi,46596.58,32678.87,2025-07-01,2025-07-24,Classic,ziraat
ziraat_CARD_CUST_0321_4,ziraat_191,Kredi,39591.16,32973.66,2025-07-10,2025-07-27,Platinum,ziraat
ziraat_CARD_CUST_0325_1,ziraat_192,Banka,15731.34,558.6,2025-07-07,2025-07-21,Gold,ziraat
ziraat_CARD_CUST_0326_1,ziraat_193,Banka,56806.04,63941.9,2025-07-10,2025-07-19,Black,ziraat
