account_id,bank_customer_id,balance,overdraft_limit,account_type,bank_id
ziraat_ACC_70,ziraat_223,60374.31,1878.55,KMH,ziraat
ziraat_ACC_71,ziraat_33,143039.86,12933.16,Yatırım,ziraat
ziraat_ACC_72,ziraat_95,81660.77,10511.13,KMH,ziraat
ziraat_ACC_73,ziraat_285,163675.11,11752.12,Yatırım,ziraat
ziraat_ACC_74,ziraat_251,13722.4,12557.16,Yatırım,ziraat
ziraat_ACC_75,ziraat_64,150948.13,3111.96,Yatırım,ziraat
ziraat_ACC_76,ziraat_61,36952.17,8986.54,Vadesiz,ziraat
ziraat_ACC_77,ziraat_3,111389.63,12007.69,Vadesiz,ziraat
ziraat_ACC_78,ziraat_21,26634.38,3093.45,Vadesiz,ziraat
ziraat_ACC_79,ziraat_45,112936.75,12771.75,Vadesiz,ziraat
ziraat_ACC_80,ziraat_44,196005.76,7592.22,KMH,ziraat
ziraat_ACC_81,ziraat_279,35149.04,14656.55,Yatırım,ziraat
ziraat_ACC_82,ziraat_1,50419.08,692.49,Yatırım,ziraat
ziraat_ACC_83,ziraat_151,132172.36,6673.8,Yatırım,ziraat
ziraat_ACC_84,ziraat_252,139325.2,7839.99,KMH,ziraat
ziraat_ACC_85,ziraat_276,102607.48,10318.95,Yatırım,ziraat
ziraat_ACC_86,ziraat_23,48182.97,2821.1,KMH,ziraat
ziraat_ACC_87,ziraat_111,191527.16,9032.17,Vadesiz,ziraat
ziraat_ACC_88,ziraat_303,72453.97,1927.38,Yatırım,ziraat
ziraat_ACC_89,ziraat_217,15797.57,3824.51,KMH,ziraat
ziraat_ACC_90,ziraat_84,80611.82,1248.81,KMH,ziraat
ziraat_ACC_91,ziraat_218,188099.67,2148.66,Vadesiz,ziraat
ziraat_ACC_92,ziraat_37,126284.07,4041,Yatırım,ziraat
ziraat_ACC_93,ziraat_99,143174.55,8454.63,Yatırım,ziraat
ziraat_ACC_94,ziraat_262,121383.99,6295.3,Vadesiz,ziraat
ziraat_ACC_95,ziraat_162,198497.35,6504.41,Vadesiz,ziraat
ziraat_ACC_96,ziraat_127,16427.39,1869.32,Vadesiz,ziraat
ziraat_ACC_97,ziraat_281,81949.47,4940.36,Vadesiz,ziraat
ziraat_ACC_98,ziraat_186,181939.83,11671.06,Vadesiz,ziraat
ziraat_ACC_99,ziraat_116,55455.71,1469.2,Vadesiz,ziraat
ziraat_ACC_100,ziraat_194,190404.79,11741,Vadesiz,ziraat
ziraat_ACC_101,ziraat_90,105768.66,13132.68,Yatırım,ziraat
ziraat_ACC_102,ziraat_251,20012.57,5233.5,Yatırım,ziraat
ziraat_ACC_103,ziraat_145,110756.9,9112,Vadesiz,ziraat
ziraat_ACC_104,ziraat_88,64281.28,11278.09,Vadesiz,ziraat
ziraat_ACC_105,ziraat_177,161410.91,10167.18,Yatırım,ziraat
ziraat_ACC_106,ziraat_283,119328.78,12744.45,KMH,ziraat
ziraat_ACC_107,ziraat_304,26386.87,142.46,Yatırım,ziraat
ziraat_ACC_108,ziraat_80,131855.02,2140.05,Yatırım,ziraat
ziraat_ACC_109,ziraat_137,11520.06,10881.29,KMH,ziraat
ziraat_ACC_110,ziraat_128,135964.83,6273.66,KMH,ziraat
ziraat_ACC_111,ziraat_94,88353.04,5310.02,KMH,ziraat
ziraat_ACC_112,ziraat_258,58077.11,14289.24,Yatırım,ziraat
ziraat_ACC_113,ziraat_118,61732.3,12868.82,KMH,ziraat
ziraat_ACC_114,ziraat_209,154345.1,12678.68,Yatırım,ziraat
ziraat_ACC_115,ziraat_41,16261.95,3600.55,Vadesiz,ziraat
ziraat_ACC_116,ziraat_85,115488.02,1268.78,KMH,ziraat
ziraat_ACC_117,ziraat_284,185988.21,12125.2,Vadesiz,ziraat
ziraat_ACC_118,ziraat_218,135729.58,13986.62,Vadesiz,ziraat
ziraat_ACC_119,ziraat_246,100063.24,10276.83,Yatırım,ziraat
ziraat_ACC_120,ziraat_273,139878.51,6082.07,Yatırım,ziraat
ziraat_ACC_121,ziraat_98,182266.39,11188.76,Yatırım,ziraat
ziraat_ACC_122,ziraat_218,140815.75,11245.02,Vadesiz,ziraat
ziraat_ACC_123,ziraat_271,137131.54,635.34,KMH,ziraat
ziraat_ACC_124,ziraat_87,135229.91,13228.96,Yatırım,ziraat
ziraat_ACC_125,ziraat_116,35788.02,5505.76,Vadesiz,ziraat
ziraat_ACC_126,ziraat_264,71305.02,763.6,KMH,ziraat
ziraat_ACC_127,ziraat_195,34926.31,14545.93,KMH,ziraat
ziraat_ACC_128,ziraat_128,166513.55,12761.66,Vadesiz,ziraat
ziraat_ACC_129,ziraat_149,60536.42,4403.18,Vadesiz,ziraat
ziraat_ACC_130,ziraat_2,147867.12,8532.63,Vadesiz,ziraat
ziraat_ACC_131,ziraat_157,185892.69,14387.02,Yatırım,ziraat
ziraat_ACC_132,ziraat_19,187147.46,13387.41,KMH,ziraat
ziraat_ACC_133,ziraat_30,71793.07,9232.95,KMH,ziraat
ziraat_ACC_134,ziraat_153,71424.66,77.32,Yatırım,ziraat
ziraat_ACC_135,ziraat_96,81011.55,132.96,KMH,ziraat
ziraat_ACC_136,ziraat_252,40311.34,7936.45,Vadesiz,ziraat
ziraat_ACC_137,ziraat_211,25644.69,7311.18,Vadesiz,ziraat
ziraat_ACC_138,ziraat_129,45992.95,5930.38,KMH,ziraat
ziraat_ACC_139,ziraat_187,86239.95,2732.73,KMH,ziraat
ziraat_ACC_140,ziraat_56,197884.48,9844.19,KMH,ziraat
ziraat_ACC_141,ziraat_83,28835.01,11206.37,Vadesiz,ziraat
ziraat_ACC_142,ziraat_184,176831.68,10638.29,Vadesiz,ziraat
ziraat_ACC_143,ziraat_98,57695.05,2005.2,KMH,ziraat
ziraat_ACC_144,ziraat_170,180298.56,2404.69,Vadesiz,ziraat
ziraat_ACC_145,ziraat_246,191980.07,14743.93,Vadesiz,ziraat
ziraat_ACC_146,ziraat_216,98324.5,7433.51,Yatırım,ziraat
ziraat_ACC_147,ziraat_66,65652.65,11465.89,KMH,ziraat
ziraat_ACC_148,ziraat_257,145472.92,11128.4,KMH,ziraat
ziraat_ACC_149,ziraat_68,22836.82,1618.19,Vadesiz,ziraat
ziraat_ACC_150,ziraat_65,31952.86,7500.01,Yatırım,ziraat
ziraat_ACC_151,ziraat_122,11355.93,12447.54,KMH,ziraat
ziraat_ACC_152,ziraat_5,87431.37,4342,KMH,ziraat
ziraat_ACC_153,ziraat_43,152419.08,3716.21,Vadesiz,ziraat
ziraat_ACC_154,ziraat_262,38185.19,4217.08,Vadesiz,ziraat
ziraat_ACC_155,ziraat_135,198857.16,3710.32,KMH,ziraat
ziraat_ACC_156,ziraat_102,95304.67,11740.75,Vadesiz,ziraat
ziraat_ACC_157,ziraat_258,122608.99,2830.03,Yatırım,ziraat
ziraat_ACC_158,ziraat_77,46647.45,1984.44,Vadesiz,ziraat
ziraat_ACC_159,ziraat_141,198089.36,13936.47,KMH,ziraat
ziraat_ACC_160,ziraat_10,123677,1364.03,Vadesiz,ziraat
ziraat_ACC_161,ziraat_195,82052.14,4596.69,Yatırım,ziraat
ziraat_ACC_162,ziraat_119,45133.27,6391.14,Vadesiz,ziraat
ziraat_ACC_163,ziraat_262,85987.49,774.83,Vadesiz,ziraat
ziraat_ACC_164,ziraat_138,73351.65,14144.98,Yatırım,ziraat
ziraat_ACC_165,ziraat_215,50146.76,13426.59,Vadesiz,ziraat
ziraat_ACC_166,ziraat_21,1106.65,9906.46,KMH,ziraat
ziraat_ACC_167,ziraat_109,57778.08,4202.39,Yatırım,ziraat
ziraat_ACC_168,ziraat_52,86750.6,3783.95,KMH,ziraat
ziraat_ACC_169,ziraat_187,67522.15,1672.93,Yatırım,ziraat
ziraat_ACC_170,ziraat_7,136909.34,11556.95,Vadesiz,ziraat
ziraat_ACC_171,ziraat_170,72753.17,12150.53,Yatırım,ziraat
ziraat_ACC_172,ziraat_302,106243.55,5573.88,Yatırım,ziraat
ziraat_ACC_173,ziraat_142,42796.63,5760.74,Vadesiz,ziraat
ziraat_ACC_174,ziraat_67,126282.17,9027.53,Vadesiz,ziraat
ziraat_ACC_175,ziraat_301,193697.71,13260.62,Vadesiz,ziraat
ziraat_ACC_176,ziraat_99,141227.35,13882.51,Vadesiz,ziraat
ziraat_ACC_177,ziraat_280,124183.06,4522.15,KMH,ziraat
ziraat_ACC_178,ziraat_104,107177.95,2305.09,Vadesiz,ziraat
ziraat_ACC_179,ziraat_99,84224.3,10674.05,Yatırım,ziraat
ziraat_ACC_180,ziraat_178,179087.69,6727.23,Yatırım,ziraat
ziraat_ACC_181,ziraat_61,182258.99,1015.63,KMH,ziraat
ziraat_ACC_182,ziraat_269,186335.13,7558.04,Vadesiz,ziraat
ziraat_ACC_183,ziraat_86,120231.58,10450.59,Vadesiz,ziraat
ziraat_ACC_184,ziraat_149,10043.6,8492.62,Yatırım,ziraat
ziraat_ACC_185,ziraat_98,148402.32,5962.41,Yatırım,ziraat
ziraat_ACC_186,ziraat_273,174180.89,14573.08,Vadesiz,ziraat
ziraat_ACC_187,ziraat_225,150394.83,5762.26,KMH,ziraat
ziraat_ACC_188,ziraat_206,121836.46,3103.87,Vadesiz,ziraat
ziraat_ACC_189,ziraat_82,114807.7,8881.69,Vadesiz,ziraat
ziraat_ACC_190,ziraat_263,91632.76,10616.31,Yatırım,ziraat
ziraat_ACC_191,ziraat_133,61378.62,3305.04,Yatırım,ziraat
ziraat_ACC_192,ziraat_138,110878.03,2566.64,Vadesiz,ziraat
ziraat_ACC_193,ziraat_274,48405.14,586.36,Vadesiz,ziraat
ziraat_ACC_194,ziraat_143,185522.34,4056.52,Vadesiz,ziraat
ziraat_ACC_195,ziraat_128,197917.72,3149.59,Vadesiz,ziraat
ziraat_ACC_196,ziraat_1,130080.45,9490.24,KMH,ziraat
ziraat_ACC_197,ziraat_167,17565.99,10581.93,Yatırım,ziraat
ziraat_ACC_198,ziraat_136,144693.84,6125.14,Yatırım,ziraat
ziraat_ACC_199,ziraat_151,65602.39,858.95,Vadesiz,ziraat
ziraat_ACC_200,ziraat_183,44636.64,14478.41,Vadesiz,ziraat
ziraat_ACC_201,ziraat_132,194349.34,8060.83,Yatırım,ziraat
ziraat_ACC_202,ziraat_55,144797.84,10321.73,Yatırım,ziraat
ziraat_ACC_203,ziraat_132,174135.13,9514.58,Yatırım,ziraat
ziraat_ACC_204,ziraat_106,163552.56,3309.59,KMH,ziraat
ziraat_ACC_205,ziraat_105,116751.1,12115.99,KMH,ziraat
ziraat_ACC_206,ziraat_80,89765.13,10947.18,KMH,ziraat
ziraat_ACC_207,ziraat_189,30518.5,7185.1,KMH,ziraat
ziraat_ACC_208,ziraat_93,92418.63,12233.97,Vadesiz,ziraat
ziraat_ACC_209,ziraat_97,114361.94,14150.33,Vadesiz,ziraat
ziraat_ACC_210,ziraat_145,5188.41,2443.78,Vadesiz,ziraat
ziraat_ACC_211,ziraat_202,137786,2817.72,Vadesiz,ziraat
ziraat_ACC_212,ziraat_37,85852.61,6825.36,Yatırım,ziraat
ziraat_ACC_213,ziraat_207,20946.53,7901.68,Yatırım,ziraat
ziraat_ACC_214,ziraat_7,121055.41,5668.13,Vadesiz,ziraat
ziraat_ACC_215,ziraat_57,165485.89,11451.69,Yatırım,ziraat
ziraat_ACC_216,ziraat_23,27303.63,11551.76,KMH,ziraat
ziraat_ACC_217,ziraat_74,187781.08,8994.56,Vadesiz,ziraat
ziraat_ACC_218,ziraat_55,108931.66,12273.83,Yatırım,ziraat
ziraat_ACC_219,ziraat_44,41262.01,7206.38,Yatırım,ziraat
ziraat_ACC_220,ziraat_228,163277.52,4610.77,KMH,ziraat
ziraat_ACC_221,ziraat_80,49517.96,8152.9,KMH,ziraat
ziraat_ACC_222,ziraat_279,25492.03,12373.87,Vadesiz,ziraat
ziraat_ACC_223,ziraat_279,60050.96,7673.14,KMH,ziraat
ziraat_ACC_224,ziraat_73,1240.87,3364.69,Vadesiz,ziraat
ziraat_ACC_225,ziraat_219,77691.23,5299.65,KMH,ziraat
ziraat_ACC_226,ziraat_116,184416.49,10266.26,Yatırım,ziraat
ziraat_ACC_227,ziraat_58,98872.29,14861.52,Vadesiz,ziraat
ziraat_ACC_228,ziraat_53,191336.83,4227.21,Vadesiz,ziraat
ziraat_ACC_229,ziraat_171,24551.84,13849.79,Vadesiz,ziraat
ziraat_ACC_230,ziraat_23,121296.77,2671.02,Yatırım,ziraat
ziraat_ACC_231,ziraat_172,120322.69,10191.5,Vadesiz,ziraat
ziraat_ACC_232,ziraat_155,125326.9,4305.08,Vadesiz,ziraat
ziraat_ACC_233,ziraat_139,183330.64,9925.98,KMH,ziraat
ziraat_ACC_234,ziraat_40,157982.37,12925.71,Vadesiz,ziraat
ziraat_ACC_235,ziraat_76,64730.94,5858.99,Yatırım,ziraat
ziraat_ACC_236,ziraat_245,163115.3,1697.46,KMH,ziraat
ziraat_ACC_237,ziraat_143,29788.9,4845.8,Vadesiz,ziraat
ziraat_ACC_238,ziraat_94,153739.55,5289.13,KMH,ziraat
ziraat_ACC_239,ziraat_218,96776.42,14592.73,Yatırım,ziraat
ziraat_ACC_240,ziraat_171,28506.03,14160.45,Vadesiz,ziraat
ziraat_ACC_241,ziraat_197,84313.27,7456.53,Yatırım,ziraat
ziraat_ACC_242,ziraat_253,106962.41,12321.06,KMH,ziraat
ziraat_ACC_243,ziraat_43,116611.82,6327.61,Yatırım,ziraat
ziraat_ACC_244,ziraat_113,140915.57,3527.9,Vadesiz,ziraat
ziraat_ACC_245,ziraat_105,198787.16,257.32,Yatırım,ziraat
ziraat_ACC_246,ziraat_243,191565.54,13813.56,Vadesiz,ziraat
ziraat_ACC_247,ziraat_179,72810.85,12739.94,Vadesiz,ziraat
ziraat_ACC_248,ziraat_151,92617.29,12528.79,Yatırım,ziraat
ziraat_ACC_249,ziraat_216,49256.98,12417.33,Vadesiz,ziraat
ziraat_ACC_250,ziraat_71,24329.93,10436.71,Vadesiz,ziraat
ziraat_ACC_251,ziraat_194,146883.22,10441.84,KMH,ziraat
ziraat_ACC_252,ziraat_191,11762.59,1590.15,Yatırım,ziraat
ziraat_ACC_253,ziraat_38,95888.49,8908.88,Vadesiz,ziraat
ziraat_ACC_254,ziraat_16,30230.45,2119.16,Vadesiz,ziraat
ziraat_ACC_255,ziraat_40,3483.06,12466.02,KMH,ziraat
ziraat_ACC_256,ziraat_77,153318.12,7046.47,Vadesiz,ziraat
ziraat_ACC_257,ziraat_271,140014.22,4492.62,KMH,ziraat
ziraat_ACC_258,ziraat_173,89350.75,9672.71,Vadesiz,ziraat
ziraat_ACC_259,ziraat_147,23142.07,900.01,Yatırım,ziraat
ziraat_ACC_260,ziraat_17,121230.55,2603.7,Vadesiz,ziraat
ziraat_ACC_261,ziraat_6,79881.75,6354.31,KMH,ziraat
ziraat_ACC_262,ziraat_284,142569.95,3870.82,Yatırım,ziraat
ziraat_ACC_263,ziraat_257,61900.76,3409.72,Vadesiz,ziraat
ziraat_ACC_264,ziraat_140,194651.34,7822.52,Vadesiz,ziraat
ziraat_ACC_265,ziraat_109,80680.08,839.95,KMH,ziraat
ziraat_ACC_266,ziraat_95,164678.49,14639.81,Yatırım,ziraat
ziraat_ACC_267,ziraat_40,163495.21,7026.54,KMH,ziraat
ziraat_ACC_268,ziraat_208,165623.48,2472.37,KMH,ziraat
ziraat_ACC_269,ziraat_218,39751.39,1626.01,Vadesiz,ziraat
ziraat_ACC_270,ziraat_186,121034.84,12699.14,Vadesiz,ziraat
ziraat_ACC_271,ziraat_123,57159.18,8123.52,Vadesiz,ziraat
ziraat_ACC_272,ziraat_109,119825.04,11347.82,KMH,ziraat
ziraat_ACC_273,ziraat_97,110786.58,9575.83,Vadesiz,ziraat
ziraat_ACC_274,ziraat_124,54564.43,14649.95,Yatırım,ziraat
ziraat_ACC_275,ziraat_23,113184.13,11853.39,Vadesiz,ziraat
ziraat_ACC_276,ziraat_25,63601.48,14152.64,Vadesiz,ziraat
ziraat_ACC_277,ziraat_183,150584.21,14381.09,Yatırım,ziraat
ziraat_ACC_278,ziraat_100,63580.02,5859.62,KMH,ziraat
ziraat_ACC_279,ziraat_67,140828.71,1460.7,KMH,ziraat
ziraat_ACC_280,ziraat_258,21099.57,12112.41,Vadesiz,ziraat
ziraat_ACC_281,ziraat_13,117847.93,5731.68,Yatırım,ziraat
ziraat_ACC_282,ziraat_20,58733.76,2273.07,KMH,ziraat
ziraat_ACC_283,ziraat_41,177155.57,1399.36,Yatırım,ziraat
ziraat_ACC_284,ziraat_119,176996.01,12112.14,Yatırım,ziraat
ziraat_ACC_285,ziraat_73,153996.32,2415.71,Yatırım,ziraat
ziraat_ACC_286,ziraat_265,198463.5,9131.08,Yatırım,ziraat
ziraat_ACC_287,ziraat_175,90048.56,1967.96,KMH,ziraat
ziraat_ACC_288,ziraat_185,125070.68,14102.12,Vadesiz,ziraat
ziraat_ACC_289,ziraat_199,48583.01,14955.14,Yatırım,ziraat
ziraat_ACC_290,ziraat_39,191645.11,8503.51,KMH,ziraat
ziraat_ACC_291,ziraat_50,161140.56,2139.34,KMH,ziraat
ziraat_ACC_292,ziraat_281,173639.2,11960.75,Vadesiz,ziraat
ziraat_ACC_293,ziraat_256,19728.68,4705.78,KMH,ziraat
ziraat_ACC_294,ziraat_83,14564.21,8647.67,KMH,ziraat
ziraat_ACC_295,ziraat_46,15155.65,10659.83,KMH,ziraat
ziraat_ACC_296,ziraat_133,197242.52,14677.26,KMH,ziraat
ziraat_ACC_297,ziraat_72,188026.06,14575.21,KMH,ziraat
ziraat_ACC_298,ziraat_21,73330.95,4299.38,KMH,ziraat
ziraat_ACC_299,ziraat_67,88724.71,7687.19,Yatırım,ziraat
ziraat_ACC_300,ziraat_161,75362.94,10233.01,Yatırım,ziraat
