bank_customer_id,global_customer_id,bank_id,registration_date,risk_score
ziraat_79,CUST_0135,ziraat,2022-09-30,20
ziraat_80,CUST_0136,ziraat,2022-06-27,7
ziraat_81,CUST_0137,ziraat,2024-05-19,69
ziraat_82,CUST_0138,ziraat,2024-11-11,3
ziraat_83,CUST_0139,ziraat,2024-05-12,24
ziraat_84,CUST_0143,ziraat,2021-05-15,14
ziraat_85,CUST_0144,ziraat,2023-05-17,37
ziraat_86,CUST_0147,ziraat,2023-08-25,35
ziraat_87,CUST_0148,ziraat,2024-06-22,17
ziraat_88,CUST_0149,ziraat,2024-05-26,92
ziraat_89,CUST_0151,ziraat,2020-07-22,57
ziraat_90,CUST_0153,ziraat,2020-12-20,94
ziraat_91,CUST_0155,ziraat,2020-11-16,2
ziraat_92,CUST_0156,ziraat,2024-11-24,30
ziraat_93,CUST_0157,ziraat,2023-06-11,12
ziraat_94,CUST_0158,ziraat,2022-03-26,20
ziraat_95,CUST_0159,ziraat,2024-07-26,2
ziraat_96,CUST_0160,ziraat,2021-12-03,64
ziraat_97,CUST_0161,ziraat,2024-11-20,28
ziraat_98,CUST_0163,ziraat,2021-11-12,44
ziraat_99,CUST_0165,ziraat,2024-10-20,54
ziraat_100,CUST_0166,ziraat,2023-11-21,40
ziraat_101,CUST_0167,ziraat,2025-06-01,64
ziraat_102,CUST_0169,ziraat,2024-04-18,48
ziraat_103,CUST_0170,ziraat,2023-08-17,60
ziraat_104,CUST_0172,ziraat,2020-12-04,90
ziraat_105,CUST_0175,ziraat,2022-07-26,5
ziraat_106,CUST_0178,ziraat,2022-12-26,43
ziraat_107,CUST_0179,ziraat,2024-05-30,11
ziraat_108,CUST_0180,ziraat,2024-12-01,97
ziraat_109,CUST_0182,ziraat,2021-10-09,19
ziraat_110,CUST_0184,ziraat,2025-03-20,8
ziraat_111,CUST_0185,ziraat,2021-04-24,35
ziraat_112,CUST_0187,ziraat,2021-10-03,100
ziraat_113,CUST_0189,ziraat,2021-10-21,51
ziraat_114,CUST_0190,ziraat,2023-04-15,10
ziraat_115,CUST_0193,ziraat,2023-09-16,70
ziraat_116,CUST_0194,ziraat,2022-11-02,61
ziraat_117,CUST_0200,ziraat,2023-09-30,24
ziraat_118,CUST_0201,ziraat,2022-07-26,25
ziraat_119,CUST_0202,ziraat,2025-06-19,33
ziraat_120,CUST_0203,ziraat,2021-01-31,49
ziraat_121,CUST_0208,ziraat,2024-10-11,2
ziraat_122,CUST_0210,ziraat,2020-09-21,16
ziraat_123,CUST_0212,ziraat,2023-07-18,99
ziraat_124,CUST_0214,ziraat,2023-02-10,92
ziraat_125,CUST_0215,ziraat,2021-09-12,32
ziraat_126,CUST_0217,ziraat,2020-12-17,50
ziraat_127,CUST_0218,ziraat,2024-02-05,99
ziraat_128,CUST_0219,ziraat,2024-09-26,57
ziraat_129,CUST_0224,ziraat,2021-10-22,32
ziraat_130,CUST_0226,ziraat,2022-10-27,95
ziraat_131,CUST_0229,ziraat,2021-01-03,5
ziraat_132,CUST_0230,ziraat,2022-01-22,26
ziraat_133,CUST_0231,ziraat,2025-03-17,59
ziraat_134,CUST_0232,ziraat,2022-01-04,95
ziraat_135,CUST_0233,ziraat,2021-12-03,99
ziraat_136,CUST_0234,ziraat,2025-06-08,13
ziraat_137,CUST_0235,ziraat,2024-07-18,67
ziraat_138,CUST_0236,ziraat,2024-08-18,86
ziraat_139,CUST_0239,ziraat,2022-12-01,27
ziraat_140,CUST_0240,ziraat,2022-11-09,61
ziraat_141,CUST_0241,ziraat,2020-10-09,50
ziraat_142,CUST_0242,ziraat,2021-03-27,88
ziraat_143,CUST_0243,ziraat,2023-11-03,40
ziraat_144,CUST_0244,ziraat,2022-02-04,42
ziraat_145,CUST_0246,ziraat,2025-05-25,21
ziraat_146,CUST_0247,ziraat,2022-09-10,81
ziraat_147,CUST_0248,ziraat,2024-03-30,94
ziraat_148,CUST_0249,ziraat,2022-11-01,6
ziraat_149,CUST_0250,ziraat,2020-10-29,96
ziraat_150,CUST_0251,ziraat,2022-12-31,71
ziraat_151,CUST_0252,ziraat,2021-05-08,67
ziraat_152,CUST_0255,ziraat,2024-11-21,16
ziraat_153,CUST_0257,ziraat,2023-02-23,33
ziraat_154,CUST_0259,ziraat,2021-08-21,62
ziraat_155,CUST_0260,ziraat,2025-02-13,82
ziraat_156,CUST_0262,ziraat,2024-07-22,39
ziraat_157,CUST_0263,ziraat,2022-09-11,26
ziraat_158,CUST_0264,ziraat,2022-10-14,47
ziraat_159,CUST_0268,ziraat,2022-06-03,7
ziraat_160,CUST_0269,ziraat,2024-05-31,86
ziraat_161,CUST_0270,ziraat,2023-03-23,28
ziraat_162,CUST_0271,ziraat,2021-05-31,15
ziraat_163,CUST_0272,ziraat,2020-12-02,31
ziraat_164,CUST_0273,ziraat,2023-05-24,82
ziraat_165,CUST_0274,ziraat,2024-10-14,56
ziraat_166,CUST_0275,ziraat,2025-02-15,42
ziraat_167,CUST_0276,ziraat,2020-12-04,2
ziraat_168,CUST_0277,ziraat,2024-08-31,22
ziraat_169,CUST_0282,ziraat,2022-12-23,36
ziraat_170,CUST_0284,ziraat,2025-07-09,75
ziraat_171,CUST_0285,ziraat,2024-07-29,16
ziraat_172,CUST_0287,ziraat,2024-01-02,51
ziraat_173,CUST_0288,ziraat,2023-12-16,32
ziraat_174,CUST_0293,ziraat,2022-09-11,2
ziraat_175,CUST_0294,ziraat,2023-01-31,6
ziraat_176,CUST_0295,ziraat,2020-08-25,75
ziraat_177,CUST_0296,ziraat,2021-06-18,89
ziraat_178,CUST_0298,ziraat,2022-12-13,61
ziraat_179,CUST_0299,ziraat,2024-04-15,89
ziraat_180,CUST_0301,ziraat,2021-11-24,77
ziraat_181,CUST_0302,ziraat,2024-06-20,20
ziraat_182,CUST_0304,ziraat,2023-11-25,48
ziraat_183,CUST_0305,ziraat,2020-08-05,99
ziraat_184,CUST_0306,ziraat,2023-02-04,12
ziraat_185,CUST_0308,ziraat,2023-04-06,32
ziraat_186,CUST_0310,ziraat,2021-09-01,21
ziraat_187,CUST_0311,ziraat,2023-11-23,64
ziraat_188,CUST_0312,ziraat,2022-03-26,12
ziraat_189,CUST_0317,ziraat,2021-03-27,88
ziraat_190,CUST_0318,ziraat,2023-05-16,80
ziraat_191,CUST_0321,ziraat,2023-09-11,44
ziraat_192,CUST_0325,ziraat,2022-11-11,98
ziraat_193,CUST_0326,ziraat,2022-01-13,81
ziraat_194,CUST_0328,ziraat,2022-04-21,8
ziraat_195,CUST_0330,ziraat,2024-12-09,8
ziraat_196,CUST_0331,ziraat,2021-10-26,46
ziraat_197,CUST_0332,ziraat,2025-02-15,83
ziraat_198,CUST_0333,ziraat,2021-09-07,20
ziraat_199,CUST_0335,ziraat,2021-03-07,90
ziraat_200,CUST_0336,ziraat,2024-07-22,69
ziraat_201,CUST_0339,ziraat,2024-02-21,14
ziraat_202,CUST_0342,ziraat,2021-03-16,17
ziraat_203,CUST_0343,ziraat,2022-03-31,63
ziraat_204,CUST_0345,ziraat,2021-07-03,30
ziraat_205,CUST_0347,ziraat,2023-06-29,41
ziraat_206,CUST_0348,ziraat,2022-03-15,72
ziraat_207,CUST_0349,ziraat,2022-12-01,83
ziraat_208,CUST_0350,ziraat,2024-02-23,97
ziraat_209,CUST_0351,ziraat,2023-06-21,45
ziraat_210,CUST_0352,ziraat,2023-11-02,57
ziraat_211,CUST_0353,ziraat,2023-09-17,94
ziraat_212,CUST_0354,ziraat,2025-06-19,25
ziraat_213,CUST_0355,ziraat,2024-05-17,3
ziraat_214,CUST_0356,ziraat,2023-06-14,89
ziraat_215,CUST_0357,ziraat,2020-08-14,49
ziraat_216,CUST_0359,ziraat,2025-04-22,46
ziraat_217,CUST_0360,ziraat,2022-09-02,93
ziraat_218,CUST_0361,ziraat,2021-07-05,18
ziraat_219,CUST_0362,ziraat,2024-02-13,33
ziraat_220,CUST_0364,ziraat,2020-11-13,6
ziraat_221,CUST_0366,ziraat,2022-06-02,63
ziraat_222,CUST_0367,ziraat,2022-05-03,91
ziraat_223,CUST_0368,ziraat,2025-04-10,57
ziraat_224,CUST_0369,ziraat,2020-08-24,72
ziraat_225,CUST_0371,ziraat,2023-12-20,38
ziraat_226,CUST_0372,ziraat,2024-06-01,70
ziraat_227,CUST_0374,ziraat,2021-02-28,90
ziraat_228,CUST_0375,ziraat,2020-12-26,63
ziraat_229,CUST_0378,ziraat,2025-05-08,25
ziraat_230,CUST_0379,ziraat,2023-01-22,73
ziraat_231,CUST_0380,ziraat,2021-04-13,24
ziraat_232,CUST_0381,ziraat,2021-08-24,70
ziraat_233,CUST_0382,ziraat,2020-08-21,45
ziraat_234,CUST_0384,ziraat,2022-02-13,42
ziraat_235,CUST_0387,ziraat,2022-01-13,94
ziraat_236,CUST_0388,ziraat,2023-07-16,60
ziraat_237,CUST_0393,ziraat,2023-07-25,36
ziraat_238,CUST_0394,ziraat,2021-05-03,77
ziraat_239,CUST_0396,ziraat,2021-02-21,71
ziraat_240,CUST_0397,ziraat,2022-12-09,21
ziraat_241,CUST_0399,ziraat,2024-05-02,9
ziraat_242,CUST_0400,ziraat,2022-07-28,68
ziraat_243,CUST_0401,ziraat,2020-10-01,20
ziraat_244,CUST_0402,ziraat,2025-04-20,58
ziraat_245,CUST_0404,ziraat,2024-08-28,38
ziraat_246,CUST_0409,ziraat,2021-03-28,34
ziraat_247,CUST_0410,ziraat,2024-05-17,70
ziraat_248,CUST_0412,ziraat,2024-11-08,47
ziraat_249,CUST_0413,ziraat,2024-08-01,59
ziraat_250,CUST_0414,ziraat,2024-08-30,1
ziraat_251,CUST_0415,ziraat,2022-09-24,100
ziraat_252,CUST_0418,ziraat,2021-07-27,82
ziraat_253,CUST_0419,ziraat,2021-07-18,65
ziraat_254,CUST_0420,ziraat,2021-01-25,49
ziraat_255,CUST_0422,ziraat,2023-09-04,94
ziraat_256,CUST_0425,ziraat,2021-06-21,24
ziraat_257,CUST_0426,ziraat,2023-10-08,3
ziraat_258,CUST_0427,ziraat,2022-06-08,80
ziraat_259,CUST_0428,ziraat,2024-12-04,47
ziraat_260,CUST_0430,ziraat,2025-06-26,100
ziraat_261,CUST_0432,ziraat,2022-06-25,80
ziraat_262,CUST_0433,ziraat,2022-11-17,31
ziraat_263,CUST_0434,ziraat,2022-05-26,42
ziraat_264,CUST_0435,ziraat,2021-05-14,93
ziraat_265,CUST_0437,ziraat,2021-04-06,9
ziraat_266,CUST_0438,ziraat,2022-01-22,85
ziraat_267,CUST_0442,ziraat,2023-04-17,69
ziraat_268,CUST_0444,ziraat,2025-02-08,50
ziraat_269,CUST_0446,ziraat,2023-07-17,25
ziraat_270,CUST_0448,ziraat,2022-09-12,68
ziraat_271,CUST_0450,ziraat,2023-10-16,88
ziraat_272,CUST_0451,ziraat,2022-04-02,64
ziraat_273,CUST_0452,ziraat,2022-07-24,99
ziraat_274,CUST_0455,ziraat,2025-01-22,71
ziraat_275,CUST_0457,ziraat,2023-01-26,20
ziraat_276,CUST_0458,ziraat,2025-05-12,79
ziraat_277,CUST_0459,ziraat,2021-08-29,37
ziraat_278,CUST_0462,ziraat,2020-09-19,42
ziraat_279,CUST_0464,ziraat,2024-02-17,53
ziraat_280,CUST_0465,ziraat,2022-04-17,83
ziraat_281,CUST_0469,ziraat,2022-09-01,42
ziraat_282,CUST_0470,ziraat,2025-05-17,15
ziraat_283,CUST_0472,ziraat,2025-05-21,13
ziraat_284,CUST_0473,ziraat,2022-04-14,67
ziraat_285,CUST_0477,ziraat,2023-08-02,85
ziraat_286,CUST_0480,ziraat,2023-08-10,9
ziraat_287,CUST_0481,ziraat,2024-07-31,6
ziraat_288,CUST_0483,ziraat,2021-04-20,17
ziraat_289,CUST_0484,ziraat,2024-09-04,23
ziraat_290,CUST_0485,ziraat,2020-10-17,5
ziraat_291,CUST_0486,ziraat,2020-08-25,26
ziraat_292,CUST_0489,ziraat,2024-05-17,14
ziraat_293,CUST_0492,ziraat,2023-07-02,63
ziraat_294,CUST_0493,ziraat,2023-10-25,25
ziraat_295,CUST_0496,ziraat,2023-01-05,13
ziraat_296,CUST_0497,ziraat,2021-10-23,5
ziraat_297,CUST_0499,ziraat,2024-07-28,74
