account_id,bank_customer_id,balance,overdraft_limit,account_type,bank_id
yapikredi_ACC_80,yapikredi_91,34469.83,356.9,Yatırım,yapikredi
yapikredi_ACC_81,yapikredi_190,183956.07,4726.91,KMH,yapikredi
yapikredi_ACC_82,yapikredi_43,136835,14973.16,Vadesiz,yapikredi
yapikredi_ACC_83,yapikredi_70,37265.94,13516.75,Yatırım,yapikredi
yapikredi_ACC_84,yapikredi_183,174512.67,892.82,Vadesiz,yapikredi
yapikredi_ACC_85,yapikredi_214,152149.76,10494.54,Vadesiz,yapikredi
yapikredi_ACC_86,yapikredi_41,64582,5058.91,Yatırım,yapikredi
yapikredi_ACC_87,yapikredi_94,181394.61,5205.37,Yatırım,yapikredi
yapikredi_ACC_88,yapikredi_133,88590.76,13358.95,KMH,yapikredi
yapikredi_ACC_89,yapikredi_17,88174.28,657.39,KMH,yapikredi
yapikredi_ACC_90,yapikredi_52,153232.01,10562.77,Vadesiz,yapikredi
yapikredi_ACC_91,yapikredi_238,119397.13,742.76,KMH,yapikredi
yapikredi_ACC_92,yapikredi_188,129138.75,13701.83,Yatırım,yapikredi
yapikredi_ACC_93,yapikredi_34,10580.75,14738.51,KMH,yapikredi
yapikredi_ACC_94,yapikredi_111,193997.11,11592.92,Vadesiz,yapikredi
yapikredi_ACC_95,yapikredi_105,138315.85,8684.67,Vadesiz,yapikredi
yapikredi_ACC_96,yapikredi_143,70293.75,14065.32,Vadesiz,yapikredi
yapikredi_ACC_97,yapikredi_220,10075.82,9173.62,KMH,yapikredi
yapikredi_ACC_98,yapikredi_33,15329.72,4498.38,Yatırım,yapikredi
yapikredi_ACC_99,yapikredi_49,191126.94,14857.28,KMH,yapikredi
yapikredi_ACC_100,yapikredi_90,192009.03,5387.61,Vadesiz,yapikredi
yapikredi_ACC_101,yapikredi_192,137518.91,5107.01,Vadesiz,yapikredi
yapikredi_ACC_102,yapikredi_186,78196.55,498.86,KMH,yapikredi
yapikredi_ACC_103,yapikredi_250,114309.5,8664.14,Yatırım,yapikredi
yapikredi_ACC_104,yapikredi_10,80158.91,6427.1,Yatırım,yapikredi
yapikredi_ACC_105,yapikredi_31,15663.86,5802.86,KMH,yapikredi
yapikredi_ACC_106,yapikredi_245,53290.82,11674.41,Vadesiz,yapikredi
yapikredi_ACC_107,yapikredi_246,100689.81,10415.82,Vadesiz,yapikredi
yapikredi_ACC_108,yapikredi_112,132780.26,8554.14,KMH,yapikredi
yapikredi_ACC_109,yapikredi_158,116629.58,14447.7,KMH,yapikredi
yapikredi_ACC_110,yapikredi_116,5081.73,5889.46,KMH,yapikredi
yapikredi_ACC_111,yapikredi_194,151993.79,12697.67,KMH,yapikredi
yapikredi_ACC_112,yapikredi_168,2601.94,2410.2,KMH,yapikredi
yapikredi_ACC_113,yapikredi_6,15502.83,3187.75,KMH,yapikredi
yapikredi_ACC_114,yapikredi_161,51765.67,13482.66,Vadesiz,yapikredi
yapikredi_ACC_115,yapikredi_147,22047.81,8058.58,Vadesiz,yapikredi
yapikredi_ACC_116,yapikredi_32,125919.53,9922.37,Yatırım,yapikredi
yapikredi_ACC_117,yapikredi_77,44548.19,3319.84,KMH,yapikredi
yapikredi_ACC_118,yapikredi_49,14879.06,11058.43,Vadesiz,yapikredi
yapikredi_ACC_119,yapikredi_21,128987.06,13385.21,Yatırım,yapikredi
yapikredi_ACC_120,yapikredi_24,71877.73,84.28,Yatırım,yapikredi
yapikredi_ACC_121,yapikredi_285,182791.37,7656.55,Vadesiz,yapikredi
yapikredi_ACC_122,yapikredi_8,31141.89,13542.79,Vadesiz,yapikredi
yapikredi_ACC_123,yapikredi_197,79123.83,3299.16,Vadesiz,yapikredi
yapikredi_ACC_124,yapikredi_4,57036.39,10175.07,KMH,yapikredi
yapikredi_ACC_125,yapikredi_172,151093.18,14940.34,Yatırım,yapikredi
yapikredi_ACC_126,yapikredi_279,90778.37,12858.15,Vadesiz,yapikredi
yapikredi_ACC_127,yapikredi_45,35027.39,11054.2,KMH,yapikredi
yapikredi_ACC_128,yapikredi_160,34329.93,696.39,Vadesiz,yapikredi
yapikredi_ACC_129,yapikredi_215,134536.26,13234.58,Vadesiz,yapikredi
yapikredi_ACC_130,yapikredi_73,92057.05,5305.85,Vadesiz,yapikredi
yapikredi_ACC_131,yapikredi_40,51911.07,14749.55,Vadesiz,yapikredi
yapikredi_ACC_132,yapikredi_65,1218.38,6673.76,Vadesiz,yapikredi
yapikredi_ACC_133,yapikredi_177,168528.89,3384.75,Yatırım,yapikredi
yapikredi_ACC_134,yapikredi_4,37005.58,6471.74,Vadesiz,yapikredi
yapikredi_ACC_135,yapikredi_51,129759.95,9119.92,Yatırım,yapikredi
yapikredi_ACC_136,yapikredi_88,14437.51,13603.57,Yatırım,yapikredi
yapikredi_ACC_137,yapikredi_64,104928.54,13647.91,Yatırım,yapikredi
yapikredi_ACC_138,yapikredi_3,137592.7,8483.15,KMH,yapikredi
yapikredi_ACC_139,yapikredi_55,154787.71,7546.99,Vadesiz,yapikredi
yapikredi_ACC_140,yapikredi_275,74914.25,8253.57,Vadesiz,yapikredi
yapikredi_ACC_141,yapikredi_161,114226.04,6956.25,KMH,yapikredi
yapikredi_ACC_142,yapikredi_86,141091.56,1412.95,Yatırım,yapikredi
yapikredi_ACC_143,yapikredi_265,9846.96,755.16,KMH,yapikredi
yapikredi_ACC_144,yapikredi_122,96271.29,11483.82,Yatırım,yapikredi
yapikredi_ACC_145,yapikredi_111,14366.58,14686.34,Yatırım,yapikredi
yapikredi_ACC_146,yapikredi_80,102195.54,8728.27,Vadesiz,yapikredi
yapikredi_ACC_147,yapikredi_261,55946.08,14421.67,KMH,yapikredi
yapikredi_ACC_148,yapikredi_28,131813.95,14931.43,Vadesiz,yapikredi
yapikredi_ACC_149,yapikredi_87,144754.11,7151.58,Vadesiz,yapikredi
yapikredi_ACC_150,yapikredi_28,36348.82,3206.27,KMH,yapikredi
yapikredi_ACC_151,yapikredi_275,26364.7,13899.32,Vadesiz,yapikredi
yapikredi_ACC_152,yapikredi_70,132834.59,2332.31,KMH,yapikredi
yapikredi_ACC_153,yapikredi_46,56207.44,7309.12,KMH,yapikredi
yapikredi_ACC_154,yapikredi_109,146497.31,13868.32,Yatırım,yapikredi
yapikredi_ACC_155,yapikredi_57,14141.76,14609.07,KMH,yapikredi
yapikredi_ACC_156,yapikredi_101,140519.06,10096.89,Yatırım,yapikredi
yapikredi_ACC_157,yapikredi_7,26388.55,9510.66,Vadesiz,yapikredi
yapikredi_ACC_158,yapikredi_142,187483.82,10438.18,Vadesiz,yapikredi
yapikredi_ACC_159,yapikredi_68,26986.32,6583.6,KMH,yapikredi
yapikredi_ACC_160,yapikredi_66,139395.07,1548.53,KMH,yapikredi
yapikredi_ACC_161,yapikredi_100,9244.34,11652.69,Vadesiz,yapikredi
yapikredi_ACC_162,yapikredi_258,19613.87,5031.98,Vadesiz,yapikredi
yapikredi_ACC_163,yapikredi_209,51439.67,2955.62,Yatırım,yapikredi
yapikredi_ACC_164,yapikredi_30,69542.44,11895.71,Vadesiz,yapikredi
yapikredi_ACC_165,yapikredi_226,91926.69,5337.88,Yatırım,yapikredi
yapikredi_ACC_166,yapikredi_50,122609.94,3363.67,Vadesiz,yapikredi
yapikredi_ACC_167,yapikredi_12,130700.49,14860.03,Vadesiz,yapikredi
yapikredi_ACC_168,yapikredi_213,136844.61,12194.32,Yatırım,yapikredi
yapikredi_ACC_169,yapikredi_38,94465.62,5671.8,Yatırım,yapikredi
yapikredi_ACC_170,yapikredi_21,172259.52,2386.82,Yatırım,yapikredi
yapikredi_ACC_171,yapikredi_272,44415.78,14161.69,Vadesiz,yapikredi
yapikredi_ACC_172,yapikredi_135,50340.36,14480.41,Yatırım,yapikredi
yapikredi_ACC_173,yapikredi_142,14309.29,5806.49,Vadesiz,yapikredi
yapikredi_ACC_174,yapikredi_78,113930.33,12021.88,Vadesiz,yapikredi
yapikredi_ACC_175,yapikredi_61,84540.11,209.88,Vadesiz,yapikredi
yapikredi_ACC_176,yapikredi_188,81766.7,13271.97,KMH,yapikredi
yapikredi_ACC_177,yapikredi_202,92640.41,11297.14,Vadesiz,yapikredi
yapikredi_ACC_178,yapikredi_197,47539.71,5910.02,Vadesiz,yapikredi
yapikredi_ACC_179,yapikredi_44,114495.26,12062.73,KMH,yapikredi
yapikredi_ACC_180,yapikredi_186,13028.47,8718.2,KMH,yapikredi
yapikredi_ACC_181,yapikredi_154,131549.39,6614.63,KMH,yapikredi
yapikredi_ACC_182,yapikredi_201,195959.62,10272.87,Yatırım,yapikredi
yapikredi_ACC_183,yapikredi_97,143738.67,8513.29,KMH,yapikredi
yapikredi_ACC_184,yapikredi_5,61157.87,9067.78,Vadesiz,yapikredi
yapikredi_ACC_185,yapikredi_233,38764.78,12697.64,KMH,yapikredi
yapikredi_ACC_186,yapikredi_69,87334.14,12510.35,Vadesiz,yapikredi
yapikredi_ACC_187,yapikredi_152,193762.84,3835.9,KMH,yapikredi
yapikredi_ACC_188,yapikredi_71,184007.4,11082.66,Yatırım,yapikredi
yapikredi_ACC_189,yapikredi_285,139389.84,3998.33,Vadesiz,yapikredi
yapikredi_ACC_190,yapikredi_52,136156.38,12752.26,Yatırım,yapikredi
yapikredi_ACC_191,yapikredi_21,107226.39,7394.88,Yatırım,yapikredi
yapikredi_ACC_192,yapikredi_51,148241.15,13954.58,Vadesiz,yapikredi
yapikredi_ACC_193,yapikredi_123,145146.62,13611.6,Yatırım,yapikredi
yapikredi_ACC_194,yapikredi_44,131944.99,8563.4,KMH,yapikredi
yapikredi_ACC_195,yapikredi_135,44900.02,8395.58,Vadesiz,yapikredi
yapikredi_ACC_196,yapikredi_69,144312.92,14436.09,KMH,yapikredi
yapikredi_ACC_197,yapikredi_236,194847.55,2799.88,KMH,yapikredi
yapikredi_ACC_198,yapikredi_30,73569.43,3537.75,Vadesiz,yapikredi
yapikredi_ACC_199,yapikredi_134,189897.8,14240.46,Vadesiz,yapikredi
yapikredi_ACC_200,yapikredi_124,16432.12,10596.09,KMH,yapikredi
yapikredi_ACC_201,yapikredi_271,100402.14,419.84,Yatırım,yapikredi
yapikredi_ACC_202,yapikredi_137,74589.19,7003.57,Yatırım,yapikredi
yapikredi_ACC_203,yapikredi_200,183311.38,8455.73,KMH,yapikredi
yapikredi_ACC_204,yapikredi_256,66834.21,6802.97,Yatırım,yapikredi
yapikredi_ACC_205,yapikredi_138,144627.39,14141.12,Yatırım,yapikredi
yapikredi_ACC_206,yapikredi_172,189450.9,5407.39,Vadesiz,yapikredi
yapikredi_ACC_207,yapikredi_224,74773.05,7082.82,KMH,yapikredi
yapikredi_ACC_208,yapikredi_202,77945.19,10922,Yatırım,yapikredi
yapikredi_ACC_209,yapikredi_196,192492.75,953.73,Vadesiz,yapikredi
yapikredi_ACC_210,yapikredi_144,26168.16,2656.25,KMH,yapikredi
yapikredi_ACC_211,yapikredi_190,5403.08,10466.12,Vadesiz,yapikredi
yapikredi_ACC_212,yapikredi_171,185133.31,14052.7,KMH,yapikredi
yapikredi_ACC_213,yapikredi_261,18420.13,5125.36,KMH,yapikredi
yapikredi_ACC_214,yapikredi_74,65296.2,14099.27,Yatırım,yapikredi
yapikredi_ACC_215,yapikredi_196,80017.9,12663.59,Vadesiz,yapikredi
yapikredi_ACC_216,yapikredi_58,170836.26,3592.94,KMH,yapikredi
yapikredi_ACC_217,yapikredi_142,28205.06,5519.14,Yatırım,yapikredi
yapikredi_ACC_218,yapikredi_61,53873.32,5772.09,KMH,yapikredi
yapikredi_ACC_219,yapikredi_27,199541.55,14304.85,Yatırım,yapikredi
yapikredi_ACC_220,yapikredi_279,117120.72,3717.19,Vadesiz,yapikredi
yapikredi_ACC_221,yapikredi_213,163499.03,4514.96,KMH,yapikredi
yapikredi_ACC_222,yapikredi_159,43484.7,12143.9,KMH,yapikredi
yapikredi_ACC_223,yapikredi_212,44782.13,11554.8,Vadesiz,yapikredi
yapikredi_ACC_224,yapikredi_54,192249.06,10210.04,Vadesiz,yapikredi
yapikredi_ACC_225,yapikredi_16,107297.42,10293.88,Vadesiz,yapikredi
yapikredi_ACC_226,yapikredi_254,188089.19,12329.27,Vadesiz,yapikredi
yapikredi_ACC_227,yapikredi_73,186452.32,1191.01,Yatırım,yapikredi
yapikredi_ACC_228,yapikredi_282,89880.19,13742.25,Yatırım,yapikredi
yapikredi_ACC_229,yapikredi_144,64348.79,3136.73,Yatırım,yapikredi
yapikredi_ACC_230,yapikredi_144,148085.75,2643.27,Yatırım,yapikredi
yapikredi_ACC_231,yapikredi_236,52692.56,12662.12,Yatırım,yapikredi
yapikredi_ACC_232,yapikredi_256,10673.28,7458.3,Yatırım,yapikredi
yapikredi_ACC_233,yapikredi_84,174069.03,14006.38,Yatırım,yapikredi
yapikredi_ACC_234,yapikredi_13,138608.7,6163.83,KMH,yapikredi
yapikredi_ACC_235,yapikredi_76,45290.32,6670.64,KMH,yapikredi
yapikredi_ACC_236,yapikredi_68,115883.64,6004.58,KMH,yapikredi
yapikredi_ACC_237,yapikredi_209,38471.75,7020.46,Vadesiz,yapikredi
yapikredi_ACC_238,yapikredi_143,182294.32,9685.58,Vadesiz,yapikredi
yapikredi_ACC_239,yapikredi_183,163242.93,12205.07,Yatırım,yapikredi
yapikredi_ACC_240,yapikredi_33,5892.74,14040.76,KMH,yapikredi
yapikredi_ACC_241,yapikredi_266,131998.77,684.45,Vadesiz,yapikredi
yapikredi_ACC_242,yapikredi_78,97285.14,10236.28,Yatırım,yapikredi
yapikredi_ACC_243,yapikredi_66,14076.8,2794.63,KMH,yapikredi
yapikredi_ACC_244,yapikredi_100,24863.1,397.05,KMH,yapikredi
yapikredi_ACC_245,yapikredi_117,193564.25,10384.5,Vadesiz,yapikredi
yapikredi_ACC_246,yapikredi_112,152849.7,7936.3,Yatırım,yapikredi
yapikredi_ACC_247,yapikredi_45,99381.05,2467.18,Vadesiz,yapikredi
yapikredi_ACC_248,yapikredi_102,25203,5671.25,KMH,yapikredi
yapikredi_ACC_249,yapikredi_180,142128.27,7771.46,KMH,yapikredi
yapikredi_ACC_250,yapikredi_91,181390.35,401.83,Yatırım,yapikredi
yapikredi_ACC_251,yapikredi_96,115547.08,9467.51,KMH,yapikredi
yapikredi_ACC_252,yapikredi_127,69449.91,10787.05,Yatırım,yapikredi
yapikredi_ACC_253,yapikredi_181,165622.15,12897.1,Yatırım,yapikredi
yapikredi_ACC_254,yapikredi_110,181999.37,2225.38,Vadesiz,yapikredi
yapikredi_ACC_255,yapikredi_227,46141.05,9239.23,Yatırım,yapikredi
yapikredi_ACC_256,yapikredi_90,1283.41,5453.86,KMH,yapikredi
yapikredi_ACC_257,yapikredi_114,156589.88,3382.53,Vadesiz,yapikredi
yapikredi_ACC_258,yapikredi_217,85937.47,7609.14,Vadesiz,yapikredi
yapikredi_ACC_259,yapikredi_241,80022.11,13610.97,Yatırım,yapikredi
yapikredi_ACC_260,yapikredi_236,10066.77,2811.56,Yatırım,yapikredi
yapikredi_ACC_261,yapikredi_255,157794.53,1811.9,Yatırım,yapikredi
yapikredi_ACC_262,yapikredi_82,166123.22,2998.55,Vadesiz,yapikredi
yapikredi_ACC_263,yapikredi_51,3817.73,1870.22,KMH,yapikredi
yapikredi_ACC_264,yapikredi_52,71489.93,12679.83,Yatırım,yapikredi
yapikredi_ACC_265,yapikredi_114,178696.74,8374.14,Yatırım,yapikredi
yapikredi_ACC_266,yapikredi_94,141511.31,14454.86,KMH,yapikredi
yapikredi_ACC_267,yapikredi_223,184685.53,11430.67,Yatırım,yapikredi
yapikredi_ACC_268,yapikredi_133,156090.79,7177.15,KMH,yapikredi
yapikredi_ACC_269,yapikredi_227,150996.58,1965.36,Vadesiz,yapikredi
yapikredi_ACC_270,yapikredi_111,196448.31,14737.07,Vadesiz,yapikredi
yapikredi_ACC_271,yapikredi_83,184008.89,7625.37,Yatırım,yapikredi
yapikredi_ACC_272,yapikredi_55,151121.88,4380.55,Vadesiz,yapikredi
yapikredi_ACC_273,yapikredi_178,112482.41,10055.29,Yatırım,yapikredi
yapikredi_ACC_274,yapikredi_290,31702.32,12235.3,Yatırım,yapikredi
yapikredi_ACC_275,yapikredi_95,36549,14375.31,KMH,yapikredi
yapikredi_ACC_276,yapikredi_30,76028.36,12315.79,Yatırım,yapikredi
yapikredi_ACC_277,yapikredi_173,43001.64,9841.35,KMH,yapikredi
yapikredi_ACC_278,yapikredi_125,166790.11,9531.48,Yatırım,yapikredi
yapikredi_ACC_279,yapikredi_246,173034.16,3669.63,Yatırım,yapikredi
yapikredi_ACC_280,yapikredi_59,106782.96,4073.34,Yatırım,yapikredi
yapikredi_ACC_281,yapikredi_252,55880.16,12415.1,Vadesiz,yapikredi
yapikredi_ACC_282,yapikredi_249,134131.47,3436.73,Yatırım,yapikredi
yapikredi_ACC_283,yapikredi_157,154661.87,9798.02,KMH,yapikredi
yapikredi_ACC_284,yapikredi_77,3696.86,9899.87,Vadesiz,yapikredi
yapikredi_ACC_285,yapikredi_198,35728.44,9916.48,Yatırım,yapikredi
yapikredi_ACC_286,yapikredi_147,133130.07,3438.58,Yatırım,yapikredi
yapikredi_ACC_287,yapikredi_243,131713.34,5791.74,KMH,yapikredi
yapikredi_ACC_288,yapikredi_142,158360.08,675.49,KMH,yapikredi
yapikredi_ACC_289,yapikredi_129,114166.72,11989.23,Yatırım,yapikredi
yapikredi_ACC_290,yapikredi_35,74289.2,6421.79,Yatırım,yapikredi
yapikredi_ACC_291,yapikredi_138,15332.16,8493.4,Yatırım,yapikredi
yapikredi_ACC_292,yapikredi_176,66659.72,4074.29,Yatırım,yapikredi
yapikredi_ACC_293,yapikredi_47,115670.16,5639.63,Vadesiz,yapikredi
yapikredi_ACC_294,yapikredi_165,90721,7449.77,Vadesiz,yapikredi
yapikredi_ACC_295,yapikredi_31,95954.92,7.92,Vadesiz,yapikredi
yapikredi_ACC_296,yapikredi_10,51470.57,6518.95,Vadesiz,yapikredi
yapikredi_ACC_297,yapikredi_8,15153.01,13003.16,KMH,yapikredi
yapikredi_ACC_298,yapikredi_50,28055.1,9924.49,Vadesiz,yapikredi
yapikredi_ACC_299,yapikredi_158,15585.03,3026.78,Vadesiz,yapikredi
yapikredi_ACC_300,yapikredi_221,181281.45,9304.56,KMH,yapikredi
