card_id,bank_customer_id,card_type,card_limit,available_limit,statement_date,due_date,card_provider,bank_id
yapikredi_CARD_CUST_0047_3,yapikredi_30,Banka,78269.32,61263.97,2025-07-08,2025-07-19,Gold,yapikredi
yapikredi_CARD_CUST_0048_1,yapikredi_31,Kredi,65036.8,67940.07,2025-07-08,2025-07-31,Black,yapikredi
yapikredi_CARD_CUST_0048_2,yapikredi_31,Kredi,67334.39,42056.53,2025-07-04,2025-07-21,Gold,yapikredi
yapikredi_CARD_CUST_0049_1,yapikredi_32,Kredi,18342.83,58343.72,2025-07-01,2025-07-17,Business,yapikredi
yapikredi_CARD_CUST_0049_2,yapikredi_32,Banka,6251.93,57924.26,2025-07-04,2025-07-30,Black,yapikredi
yapikredi_CARD_CUST_0050_1,yapikredi_33,Banka,76614.05,58479.89,2025-07-11,2025-07-25,Classic,yapikredi
yapikredi_CARD_CUST_0050_3,yapikredi_33,Kredi,61883.31,34766.99,2025-07-04,2025-07-20,Business,yapikredi
yapikredi_CARD_CUST_0051_1,yapikredi_34,Banka,15539.24,4566.47,2025-07-02,2025-07-24,Black,yapikredi
yapikredi_CARD_CUST_0051_2,yapikredi_34,Kredi,30518.68,4175.74,2025-07-18,2025-07-27,Black,yapikredi
yapikredi_CARD_CUST_0051_3,yapikredi_34,Banka,6751.05,20770.65,2025-07-12,2025-07-23,Business,yapikredi
yapikredi_CARD_CUST_0051_4,yapikredi_34,Kredi,62016.07,13235.7,2025-07-09,2025-07-19,Business,yapikredi
yapikredi_CARD_CUST_0053_1,yapikredi_35,Kredi,14900.73,15867.39,2025-07-04,2025-07-12,Business,yapikredi
yapikredi_CARD_CUST_0058_3,yapikredi_37,Banka,11494.34,9945.91,2025-07-13,2025-07-19,Platinum,yapikredi
yapikredi_CARD_CUST_0060_3,yapikredi_38,Banka,12452.69,58748.58,2025-07-08,2025-08-06,Platinum,yapikredi
yapikredi_CARD_CUST_0063_1,yapikredi_39,Kredi,79284.79,61668.73,2025-07-04,2025-07-10,Black,yapikredi
yapikredi_CARD_CUST_0069_1,yapikredi_41,Kredi,43214.76,25817.09,2025-07-15,2025-07-23,Gold,yapikredi
yapikredi_CARD_CUST_0069_2,yapikredi_41,Kredi,60475.38,53704.34,2025-07-01,2025-08-01,Black,yapikredi
yapikredi_CARD_CUST_0071_1,yapikredi_42,Banka,53717.64,12730.97,2025-07-18,2025-07-23,Black,yapikredi
yapikredi_CARD_CUST_0071_2,yapikredi_42,Kredi,7260.2,62807.13,2025-07-11,2025-07-31,Business,yapikredi
yapikredi_CARD_CUST_0077_1,yapikredi_45,Kredi,11533.77,17847.45,2025-07-18,2025-07-18,Business,yapikredi
yapikredi_CARD_CUST_0077_2,yapikredi_45,Banka,64033.46,22698.24,2025-07-14,2025-07-25,Gold,yapikredi
yapikredi_CARD_CUST_0077_4,yapikredi_45,Kredi,9498.72,26048.17,2025-07-15,2025-07-24,Black,yapikredi
yapikredi_CARD_CUST_0085_1,yapikredi_46,Kredi,68129.55,60748.11,2025-07-14,2025-07-20,Platinum,yapikredi
yapikredi_CARD_CUST_0091_2,yapikredi_50,Kredi,25384.13,30896.21,2025-07-18,2025-08-02,Platinum,yapikredi
yapikredi_CARD_CUST_0091_4,yapikredi_50,Banka,25752.09,3817.12,2025-07-07,2025-07-10,Classic,yapikredi
yapikredi_CARD_CUST_0092_1,yapikredi_51,Banka,30370.24,41196.97,2025-07-09,2025-07-10,Classic,yapikredi
yapikredi_CARD_CUST_0092_3,yapikredi_51,Kredi,35051.37,49454.31,2025-07-05,2025-07-24,Business,yapikredi
yapikredi_CARD_CUST_0093_1,yapikredi_52,Banka,70114.42,7889.98,2025-07-13,2025-07-13,Classic,yapikredi
yapikredi_CARD_CUST_0093_2,yapikredi_52,Banka,11984.23,12435.61,2025-07-16,2025-08-07,Black,yapikredi
yapikredi_CARD_CUST_0095_1,yapikredi_53,Kredi,39497.16,2016.27,2025-07-05,2025-07-25,Gold,yapikredi
yapikredi_CARD_CUST_0096_2,yapikredi_54,Banka,59755.03,41910.85,2025-07-18,2025-07-20,Classic,yapikredi
yapikredi_CARD_CUST_0097_3,yapikredi_55,Kredi,41098.74,65758.03,2025-07-08,2025-08-03,Black,yapikredi
yapikredi_CARD_CUST_0098_1,yapikredi_56,Banka,20871.94,15769.31,2025-07-11,2025-07-27,Business,yapikredi
yapikredi_CARD_CUST_0098_4,yapikredi_56,Kredi,24749.21,52573.17,2025-07-17,2025-07-26,Gold,yapikredi
yapikredi_CARD_CUST_0100_3,yapikredi_57,Banka,62241.79,54021.6,2025-07-15,2025-07-20,Gold,yapikredi
yapikredi_CARD_CUST_0101_1,yapikredi_58,Banka,64521.99,67403.97,2025-07-15,2025-07-12,Classic,yapikredi
yapikredi_CARD_CUST_0102_2,yapikredi_59,Banka,41886.75,6423.75,2025-07-16,2025-07-29,Black,yapikredi
yapikredi_CARD_CUST_0105_2,yapikredi_61,Banka,43142.86,53114.72,2025-07-03,2025-07-18,Classic,yapikredi
yapikredi_CARD_CUST_0105_3,yapikredi_61,Kredi,71554.59,38025.32,2025-07-04,2025-07-27,Gold,yapikredi
yapikredi_CARD_CUST_0109_1,yapikredi_63,Kredi,41945.51,34191.13,2025-07-12,2025-07-21,Gold,yapikredi
yapikredi_CARD_CUST_0109_3,yapikredi_63,Banka,73970.7,8754.24,2025-07-13,2025-08-02,Classic,yapikredi
yapikredi_CARD_CUST_0109_4,yapikredi_63,Kredi,31458.12,20626.54,2025-07-03,2025-07-21,Classic,yapikredi
yapikredi_CARD_CUST_0119_3,yapikredi_67,Kredi,71728.06,57215.93,2025-07-18,2025-07-29,Classic,yapikredi
yapikredi_CARD_CUST_0129_1,yapikredi_70,Kredi,29299.5,46916.28,2025-07-06,2025-07-30,Business,yapikredi
yapikredi_CARD_CUST_0129_2,yapikredi_70,Banka,68604.67,39843.74,2025-07-17,2025-07-24,Business,yapikredi
yapikredi_CARD_CUST_0133_1,yapikredi_73,Kredi,17759.46,26784.59,2025-07-13,2025-07-21,Platinum,yapikredi
yapikredi_CARD_CUST_0133_2,yapikredi_73,Banka,78227.58,17496.2,2025-07-02,2025-07-20,Business,yapikredi
yapikredi_CARD_CUST_0137_2,yapikredi_75,Kredi,10577.5,5458.73,2025-07-07,2025-07-21,Business,yapikredi
yapikredi_CARD_CUST_0137_3,yapikredi_75,Kredi,28699.35,47419.96,2025-07-11,2025-07-21,Platinum,yapikredi
yapikredi_CARD_CUST_0138_2,yapikredi_76,Banka,24702.09,24590.95,2025-07-12,2025-07-30,Black,yapikredi
yapikredi_CARD_CUST_0138_4,yapikredi_76,Kredi,20473.33,52565.03,2025-07-12,2025-08-07,Gold,yapikredi
yapikredi_CARD_CUST_0141_2,yapikredi_78,Kredi,18322.9,63838.5,2025-07-14,2025-08-02,Platinum,yapikredi
yapikredi_CARD_CUST_0142_2,yapikredi_79,Banka,69197.47,29054.86,2025-07-07,2025-07-25,Classic,yapikredi
yapikredi_CARD_CUST_0147_1,yapikredi_82,Kredi,22296.64,49782.42,2025-07-10,2025-07-14,Platinum,yapikredi
yapikredi_CARD_CUST_0148_2,yapikredi_83,Banka,14819.23,25387.05,2025-07-11,2025-07-17,Classic,yapikredi
yapikredi_CARD_CUST_0157_1,yapikredi_85,Banka,24972.17,31654.85,2025-07-08,2025-07-26,Platinum,yapikredi
yapikredi_CARD_CUST_0157_2,yapikredi_85,Banka,9161.23,68092.59,2025-07-12,2025-07-19,Black,yapikredi
yapikredi_CARD_CUST_0160_1,yapikredi_86,Kredi,79420.38,9151.19,2025-07-17,2025-07-15,Gold,yapikredi
yapikredi_CARD_CUST_0160_3,yapikredi_86,Banka,51893.44,26088.55,2025-07-17,2025-07-12,Black,yapikredi
yapikredi_CARD_CUST_0162_4,yapikredi_87,Banka,3494.36,12203.71,2025-07-02,2025-08-06,Classic,yapikredi
yapikredi_CARD_CUST_0164_1,yapikredi_88,Kredi,60743.51,56737.91,2025-07-17,2025-07-14,Platinum,yapikredi
yapikredi_CARD_CUST_0164_3,yapikredi_88,Kredi,25570.67,26752.13,2025-07-04,2025-07-19,Classic,yapikredi
yapikredi_CARD_CUST_0166_1,yapikredi_89,Banka,79957.28,57270.88,2025-07-15,2025-07-25,Black,yapikredi
yapikredi_CARD_CUST_0168_3,yapikredi_90,Banka,15940.07,31516.93,2025-07-16,2025-07-09,Black,yapikredi
yapikredi_CARD_CUST_0170_2,yapikredi_91,Kredi,22950.23,20722.87,2025-07-11,2025-07-17,Classic,yapikredi
yapikredi_CARD_CUST_0174_1,yapikredi_93,Banka,38230,11876.77,2025-07-04,2025-07-19,Black,yapikredi
yapikredi_CARD_CUST_0174_2,yapikredi_93,Banka,25413.28,10565.19,2025-07-05,2025-07-22,Gold,yapikredi
yapikredi_CARD_CUST_0174_3,yapikredi_93,Kredi,30891.38,60001.82,2025-07-02,2025-07-11,Gold,yapikredi
yapikredi_CARD_CUST_0176_1,yapikredi_95,Banka,62740.44,69385.9,2025-07-04,2025-07-12,Black,yapikredi
yapikredi_CARD_CUST_0176_2,yapikredi_95,Banka,24191.64,45897.09,2025-07-02,2025-08-01,Classic,yapikredi
yapikredi_CARD_CUST_0176_3,yapikredi_95,Kredi,11980.33,8982.58,2025-07-11,2025-07-27,Classic,yapikredi
yapikredi_CARD_CUST_0177_3,yapikredi_96,Kredi,33322.33,57313.67,2025-07-09,2025-07-27,Classic,yapikredi
yapikredi_CARD_CUST_0180_3,yapikredi_97,Kredi,35315.86,11167.65,2025-07-01,2025-08-01,Black,yapikredi
yapikredi_CARD_CUST_0181_1,yapikredi_98,Banka,73011.89,54575.93,2025-07-08,2025-07-20,Gold,yapikredi
yapikredi_CARD_CUST_0181_3,yapikredi_98,Kredi,63270.49,9083.49,2025-07-08,2025-07-29,Business,yapikredi
yapikredi_CARD_CUST_0183_1,yapikredi_99,Banka,78940.96,55993.59,2025-07-16,2025-07-27,Platinum,yapikredi
yapikredi_CARD_CUST_0183_2,yapikredi_99,Banka,43085.79,50433.44,2025-07-04,2025-07-30,Platinum,yapikredi
yapikredi_CARD_CUST_0183_3,yapikredi_99,Kredi,75954.01,28752.78,2025-07-18,2025-07-19,Classic,yapikredi
yapikredi_CARD_CUST_0183_4,yapikredi_99,Kredi,8905.38,17182.55,2025-07-14,2025-07-08,Gold,yapikredi
yapikredi_CARD_CUST_0188_1,yapikredi_101,Banka,53533.53,31035.29,2025-07-10,2025-07-24,Platinum,yapikredi
yapikredi_CARD_CUST_0190_1,yapikredi_103,Banka,13119.16,67058.66,2025-07-10,2025-07-12,Gold,yapikredi
yapikredi_CARD_CUST_0195_2,yapikredi_104,Banka,26213.68,33456.8,2025-07-01,2025-07-14,Business,yapikredi
yapikredi_CARD_CUST_0199_1,yapikredi_106,Banka,58600.13,28879.83,2025-07-01,2025-07-23,Platinum,yapikredi
yapikredi_CARD_CUST_0199_2,yapikredi_106,Kredi,51198.56,1223.37,2025-07-09,2025-08-02,Gold,yapikredi
yapikredi_CARD_CUST_0200_2,yapikredi_107,Kredi,65897.22,15834.41,2025-07-01,2025-07-23,Gold,yapikredi
yapikredi_CARD_CUST_0201_1,yapikredi_108,Banka,75638.34,13038.26,2025-07-16,2025-07-16,Classic,yapikredi
yapikredi_CARD_CUST_0204_3,yapikredi_110,Kredi,73236.86,2168.06,2025-07-18,2025-08-03,Black,yapikredi
yapikredi_CARD_CUST_0204_4,yapikredi_110,Kredi,30204.86,20435.81,2025-07-17,2025-07-19,Classic,yapikredi
yapikredi_CARD_CUST_0205_1,yapikredi_111,Banka,30512.71,43290.93,2025-07-06,2025-07-18,Platinum,yapikredi
yapikredi_CARD_CUST_0205_2,yapikredi_111,Kredi,71960.16,42513.19,2025-07-01,2025-07-24,Black,yapikredi
yapikredi_CARD_CUST_0205_3,yapikredi_111,Banka,49170.08,47720.62,2025-07-07,2025-07-15,Platinum,yapikredi
yapikredi_CARD_CUST_0206_2,yapikredi_112,Kredi,62889.37,10687.94,2025-07-01,2025-07-17,Black,yapikredi
yapikredi_CARD_CUST_0210_4,yapikredi_114,Kredi,39171.88,10237.81,2025-07-13,2025-07-19,Black,yapikredi
yapikredi_CARD_CUST_0211_1,yapikredi_115,Kredi,25081.22,11334.17,2025-07-03,2025-07-15,Business,yapikredi
yapikredi_CARD_CUST_0217_1,yapikredi_116,Kredi,74922.31,11722.34,2025-07-02,2025-07-28,Business,yapikredi
yapikredi_CARD_CUST_0217_2,yapikredi_116,Banka,30209.37,5443.81,2025-07-08,2025-07-23,Platinum,yapikredi
yapikredi_CARD_CUST_0218_3,yapikredi_117,Banka,42460.9,43911.92,2025-07-02,2025-07-23,Platinum,yapikredi
yapikredi_CARD_CUST_0222_1,yapikredi_120,Kredi,76037.09,10613.21,2025-07-09,2025-07-22,Platinum,yapikredi
yapikredi_CARD_CUST_0222_2,yapikredi_120,Kredi,79061.43,54307.28,2025-07-13,2025-07-24,Platinum,yapikredi
yapikredi_CARD_CUST_0223_2,yapikredi_121,Kredi,9436.53,5313.5,2025-07-14,2025-07-19,Classic,yapikredi
yapikredi_CARD_CUST_0223_3,yapikredi_121,Banka,70280.74,31873.75,2025-07-09,2025-08-03,Business,yapikredi
yapikredi_CARD_CUST_0227_3,yapikredi_123,Kredi,45562.03,11804.67,2025-07-12,2025-08-05,Black,yapikredi
yapikredi_CARD_CUST_0231_2,yapikredi_125,Kredi,10667.5,56181.45,2025-07-17,2025-07-20,Business,yapikredi
yapikredi_CARD_CUST_0233_1,yapikredi_126,Banka,17924.83,58911.75,2025-07-02,2025-07-30,Platinum,yapikredi
yapikredi_CARD_CUST_0233_2,yapikredi_126,Kredi,24172.29,65480.82,2025-07-06,2025-07-21,Business,yapikredi
yapikredi_CARD_CUST_0234_1,yapikredi_127,Kredi,40809.85,2026.01,2025-07-16,2025-07-12,Black,yapikredi
yapikredi_CARD_CUST_0234_2,yapikredi_127,Kredi,19192.79,29683.54,2025-07-18,2025-08-01,Black,yapikredi
yapikredi_CARD_CUST_0235_1,yapikredi_128,Banka,79608.54,42199.5,2025-07-04,2025-07-13,Gold,yapikredi
yapikredi_CARD_CUST_0237_2,yapikredi_129,Kredi,76439.68,34404.31,2025-07-06,2025-07-21,Black,yapikredi
yapikredi_CARD_CUST_0237_3,yapikredi_129,Banka,65823.7,43792.31,2025-07-12,2025-07-21,Black,yapikredi
yapikredi_CARD_CUST_0238_2,yapikredi_130,Banka,25597.46,57954.71,2025-07-12,2025-07-25,Black,yapikredi
yapikredi_CARD_CUST_0239_1,yapikredi_131,Banka,63899.02,25363.24,2025-07-12,2025-07-16,Gold,yapikredi
yapikredi_CARD_CUST_0241_3,yapikredi_132,Kredi,24947.84,45234.83,2025-07-04,2025-07-06,Black,yapikredi
yapikredi_CARD_CUST_0242_1,yapikredi_133,Kredi,28979.02,1630.92,2025-07-02,2025-08-05,Classic,yapikredi
yapikredi_CARD_CUST_0242_3,yapikredi_133,Kredi,45846.67,22265.64,2025-07-12,2025-07-22,Black,yapikredi
yapikredi_CARD_CUST_0250_3,yapikredi_138,Kredi,11869.47,62706.56,2025-07-14,2025-07-27,Gold,yapikredi
yapikredi_CARD_CUST_0250_4,yapikredi_138,Kredi,43974.14,19644.43,2025-07-16,2025-07-29,Black,yapikredi
yapikredi_CARD_CUST_0257_2,yapikredi_141,Banka,26548.26,30407.44,2025-07-06,2025-07-06,Classic,yapikredi
yapikredi_CARD_CUST_0257_3,yapikredi_141,Banka,13604.35,61571.19,2025-07-02,2025-07-11,Classic,yapikredi
yapikredi_CARD_CUST_0258_1,yapikredi_142,Banka,22152.09,47655.77,2025-07-09,2025-07-22,Black,yapikredi
yapikredi_CARD_CUST_0258_2,yapikredi_142,Banka,77451.82,7320.64,2025-07-05,2025-07-16,Platinum,yapikredi
yapikredi_CARD_CUST_0259_3,yapikredi_143,Kredi,31949.38,61376.54,2025-07-16,2025-07-27,Classic,yapikredi
yapikredi_CARD_CUST_0262_2,yapikredi_144,Kredi,11832.58,502.48,2025-07-16,2025-07-22,Business,yapikredi
yapikredi_CARD_CUST_0264_1,yapikredi_145,Kredi,38725.2,57037.81,2025-07-04,2025-07-16,Classic,yapikredi
yapikredi_CARD_CUST_0264_3,yapikredi_145,Banka,5624.43,45704.35,2025-07-12,2025-07-20,Classic,yapikredi
yapikredi_CARD_CUST_0265_3,yapikredi_146,Banka,38380.09,60177.14,2025-07-07,2025-07-19,Platinum,yapikredi
yapikredi_CARD_CUST_0266_3,yapikredi_147,Banka,8202.89,2551.77,2025-07-13,2025-07-22,Gold,yapikredi
yapikredi_CARD_CUST_0268_2,yapikredi_148,Kredi,18070.28,34631.66,2025-07-18,2025-07-21,Gold,yapikredi
yapikredi_CARD_CUST_0272_1,yapikredi_150,Kredi,71338.93,33774.62,2025-07-13,2025-07-23,Platinum,yapikredi
yapikredi_CARD_CUST_0273_1,yapikredi_151,Kredi,4651.13,4347.28,2025-07-08,2025-07-12,Business,yapikredi
yapikredi_CARD_CUST_0275_1,yapikredi_152,Banka,12988.15,28148.4,2025-07-15,2025-07-18,Classic,yapikredi
yapikredi_CARD_CUST_0276_1,yapikredi_153,Banka,56728.42,35489.46,2025-07-11,2025-07-17,Platinum,yapikredi
yapikredi_CARD_CUST_0276_3,yapikredi_153,Kredi,73227.79,58979.06,2025-07-17,2025-07-14,Platinum,yapikredi
yapikredi_CARD_CUST_0278_1,yapikredi_154,Banka,44001.88,46397.97,2025-07-17,2025-07-08,Business,yapikredi
yapikredi_CARD_CUST_0279_4,yapikredi_155,Banka,38984.6,69486.61,2025-07-04,2025-07-24,Gold,yapikredi
yapikredi_CARD_CUST_0280_2,yapikredi_156,Banka,5972.68,19561.76,2025-07-03,2025-07-27,Platinum,yapikredi
yapikredi_CARD_CUST_0282_3,yapikredi_157,Banka,6230.58,50356.36,2025-07-05,2025-07-17,Platinum,yapikredi
yapikredi_CARD_CUST_0283_1,yapikredi_158,Kredi,49244.57,24806.21,2025-07-04,2025-07-20,Business,yapikredi
yapikredi_CARD_CUST_0288_2,yapikredi_160,Kredi,35234.17,53702.91,2025-07-05,2025-08-01,Classic,yapikredi
yapikredi_CARD_CUST_0290_2,yapikredi_161,Banka,61339.82,49157.9,2025-07-11,2025-07-25,Business,yapikredi
yapikredi_CARD_CUST_0296_2,yapikredi_165,Banka,64349.46,27758.6,2025-07-04,2025-07-18,Business,yapikredi
yapikredi_CARD_CUST_0299_1,yapikredi_167,Banka,12949.58,38013.83,2025-07-05,2025-07-11,Black,yapikredi
yapikredi_CARD_CUST_0303_1,yapikredi_169,Banka,4551.87,52114.31,2025-07-04,2025-07-13,Classic,yapikredi
yapikredi_CARD_CUST_0305_2,yapikredi_170,Kredi,33595.84,16632.03,2025-07-10,2025-07-27,Black,yapikredi
yapikredi_CARD_CUST_0310_2,yapikredi_173,Banka,66198.09,60832.47,2025-07-15,2025-07-17,Platinum,yapikredi
yapikredi_CARD_CUST_0311_1,yapikredi_174,Kredi,12756.21,36801.09,2025-07-08,2025-07-31,Platinum,yapikredi
yapikredi_CARD_CUST_0314_1,yapikredi_176,Kredi,32449.22,12940.89,2025-07-14,2025-07-06,Gold,yapikredi
yapikredi_CARD_CUST_0314_2,yapikredi_176,Banka,30796.34,14044.76,2025-07-16,2025-07-31,Platinum,yapikredi
yapikredi_CARD_CUST_0314_3,yapikredi_176,Kredi,73150.14,64148.59,2025-07-07,2025-07-06,Business,yapikredi
yapikredi_CARD_CUST_0317_2,yapikredi_178,Kredi,8001.53,57840.8,2025-07-01,2025-07-18,Platinum,yapikredi
yapikredi_CARD_CUST_0322_1,yapikredi_179,Banka,69938.34,1048.93,2025-07-01,2025-08-03,Black,yapikredi
yapikredi_CARD_CUST_0322_2,yapikredi_179,Banka,28923.73,63257.1,2025-07-14,2025-07-14,Platinum,yapikredi
yapikredi_CARD_CUST_0322_3,yapikredi_179,Banka,15531.41,38501.08,2025-07-08,2025-07-16,Black,yapikredi
yapikredi_CARD_CUST_0322_4,yapikredi_179,Banka,48705.26,48767.64,2025-07-09,2025-07-20,Black,yapikredi
yapikredi_CARD_CUST_0324_1,yapikredi_180,Banka,71267.83,67583.87,2025-07-05,2025-07-18,Business,yapikredi
yapikredi_CARD_CUST_0324_2,yapikredi_180,Kredi,13001.59,23653.72,2025-07-10,2025-07-17,Classic,yapikredi
yapikredi_CARD_CUST_0326_3,yapikredi_181,Kredi,33791.03,23234.27,2025-07-05,2025-07-22,Black,yapikredi
yapikredi_CARD_CUST_0329_1,yapikredi_184,Banka,64873.37,1349.6,2025-07-18,2025-07-17,Gold,yapikredi
yapikredi_CARD_CUST_0336_1,yapikredi_187,Kredi,24157.19,32639.67,2025-07-04,2025-07-23,Classic,yapikredi
yapikredi_CARD_CUST_0336_2,yapikredi_187,Kredi,20311.51,49776.09,2025-07-12,2025-07-15,Classic,yapikredi
yapikredi_CARD_CUST_0336_3,yapikredi_187,Banka,59068.63,42847.47,2025-07-07,2025-07-20,Business,yapikredi
yapikredi_CARD_CUST_0338_1,yapikredi_188,Banka,46496.72,29369.81,2025-07-15,2025-07-06,Platinum,yapikredi
yapikredi_CARD_CUST_0339_3,yapikredi_189,Banka,51531.23,46664.3,2025-07-13,2025-07-24,Business,yapikredi
yapikredi_CARD_CUST_0340_1,yapikredi_190,Kredi,44015.26,23716.81,2025-07-16,2025-08-06,Gold,yapikredi
yapikredi_CARD_CUST_0340_3,yapikredi_190,Kredi,52004.1,43511.88,2025-07-17,2025-07-11,Business,yapikredi
yapikredi_CARD_CUST_0341_1,yapikredi_191,Kredi,28026.56,17870.88,2025-07-10,2025-08-04,Classic,yapikredi
yapikredi_CARD_CUST_0341_3,yapikredi_191,Kredi,68473.79,11715.86,2025-07-15,2025-07-23,Gold,yapikredi
yapikredi_CARD_CUST_0341_4,yapikredi_191,Kredi,39357,50039.08,2025-07-03,2025-07-16,Platinum,yapikredi
yapikredi_CARD_CUST_0343_1,yapikredi_193,Kredi,3530.02,2746.42,2025-07-18,2025-08-01,Business,yapikredi
yapikredi_CARD_CUST_0343_2,yapikredi_193,Banka,69387.01,5390.41,2025-07-14,2025-07-24,Platinum,yapikredi
yapikredi_CARD_CUST_0344_2,yapikredi_194,Kredi,10978.97,59371.39,2025-07-09,2025-07-09,Gold,yapikredi
yapikredi_CARD_CUST_0346_4,yapikredi_195,Banka,69154.37,18382.75,2025-07-01,2025-07-23,Classic,yapikredi
yapikredi_CARD_CUST_0348_3,yapikredi_197,Kredi,53049.74,25276.85,2025-07-07,2025-07-25,Business,yapikredi
yapikredi_CARD_CUST_0350_2,yapikredi_199,Banka,7686.61,16317.24,2025-07-14,2025-07-30,Black,yapikredi
yapikredi_CARD_CUST_0359_2,yapikredi_203,Kredi,28243.84,38487.67,2025-07-17,2025-07-29,Business,yapikredi
yapikredi_CARD_CUST_0359_4,yapikredi_203,Banka,72692.97,31485.91,2025-07-13,2025-07-17,Gold,yapikredi
yapikredi_CARD_CUST_0363_1,yapikredi_205,Banka,68879.25,41114.17,2025-07-09,2025-07-28,Business,yapikredi
yapikredi_CARD_CUST_0366_1,yapikredi_206,Banka,67413.17,30673.35,2025-07-06,2025-07-29,Gold,yapikredi
yapikredi_CARD_CUST_0367_1,yapikredi_207,Kredi,13796.97,33151.98,2025-07-14,2025-07-11,Classic,yapikredi
yapikredi_CARD_CUST_0367_2,yapikredi_207,Kredi,69708.57,46436.18,2025-07-02,2025-07-25,Business,yapikredi
yapikredi_CARD_CUST_0368_3,yapikredi_208,Banka,51149.06,63674.17,2025-07-03,2025-07-16,Business,yapikredi
yapikredi_CARD_CUST_0370_1,yapikredi_209,Banka,68922.81,37802.54,2025-07-14,2025-07-18,Business,yapikredi
yapikredi_CARD_CUST_0370_2,yapikredi_209,Kredi,26980.18,33129.35,2025-07-16,2025-07-21,Gold,yapikredi
yapikredi_CARD_CUST_0372_2,yapikredi_210,Banka,35495.61,46453.53,2025-07-04,2025-07-07,Black,yapikredi
yapikredi_CARD_CUST_0373_1,yapikredi_211,Kredi,67324.19,17029.14,2025-07-18,2025-07-30,Platinum,yapikredi
yapikredi_CARD_CUST_0373_2,yapikredi_211,Kredi,47050.68,34127.22,2025-07-15,2025-07-22,Gold,yapikredi
yapikredi_CARD_CUST_0373_3,yapikredi_211,Banka,37812.02,15431.12,2025-07-02,2025-07-15,Business,yapikredi
yapikredi_CARD_CUST_0373_4,yapikredi_211,Banka,12072.07,19911.71,2025-07-17,2025-07-17,Platinum,yapikredi
yapikredi_CARD_CUST_0374_1,yapikredi_212,Banka,62444.6,32213.96,2025-07-09,2025-07-26,Platinum,yapikredi
yapikredi_CARD_CUST_0375_1,yapikredi_213,Kredi,12261.39,50032.33,2025-07-08,2025-07-12,Platinum,yapikredi
yapikredi_CARD_CUST_0384_3,yapikredi_215,Banka,65776.83,50421.09,2025-07-10,2025-07-18,Platinum,yapikredi
yapikredi_CARD_CUST_0387_1,yapikredi_216,Banka,50878.58,44943.51,2025-07-13,2025-07-26,Gold,yapikredi
yapikredi_CARD_CUST_0390_1,yapikredi_218,Kredi,21892.08,16195.37,2025-07-04,2025-07-14,Gold,yapikredi
