account_id,bank_customer_id,balance,overdraft_limit,account_type,bank_id
fibabanka_ACC_47,fibabanka_41,29275.41,10969.4,KMH,fibabanka
fibabanka_ACC_48,fibabanka_239,103872.96,7850.35,Yatırım,fibabanka
fibabanka_ACC_49,fibabanka_46,49801.03,9459.94,Yatırım,fibabanka
fibabanka_ACC_50,fibabanka_40,137130.73,8087.96,Yatırım,fibabanka
fibabanka_ACC_51,fibabanka_160,122994.78,13553.78,Yatırım,fibabanka
fibabanka_ACC_52,fibabanka_6,94304.89,7689.95,KMH,fibabanka
fibabanka_ACC_53,fibabanka_294,147029.09,6315.24,KMH,fibabanka
fibabanka_ACC_54,fibabanka_149,34334.12,10425.77,Yatırım,fibabanka
fibabanka_ACC_55,fibabanka_156,145667.37,8455.59,Vadesiz,fibabanka
fibabanka_ACC_56,fibabanka_243,116050.08,8592.9,Yatırım,fibabanka
fibabanka_ACC_57,fibabanka_150,161970.26,9364.76,KMH,fibabanka
fibabanka_ACC_58,fibabanka_249,17419.52,7583.94,KMH,fibabanka
fibabanka_ACC_59,fibabanka_130,27375.21,4214.58,KMH,fibabanka
fibabanka_ACC_60,fibabanka_8,148544.4,9057.32,Yatırım,fibabanka
fibabanka_ACC_61,fibabanka_78,132171.97,5546.5,Vadesiz,fibabanka
fibabanka_ACC_62,fibabanka_134,156723.01,3542.94,Vadesiz,fibabanka
fibabanka_ACC_63,fibabanka_271,172540.87,5142.72,Vadesiz,fibabanka
fibabanka_ACC_64,fibabanka_75,119513.27,12325.86,KMH,fibabanka
fibabanka_ACC_65,fibabanka_212,154303.19,3569.21,KMH,fibabanka
fibabanka_ACC_66,fibabanka_86,42960.49,11015.42,KMH,fibabanka
fibabanka_ACC_67,fibabanka_28,128809.96,11332.26,Vadesiz,fibabanka
fibabanka_ACC_68,fibabanka_27,34352.48,5981.17,KMH,fibabanka
fibabanka_ACC_69,fibabanka_244,149483.96,11286.42,Yatırım,fibabanka
fibabanka_ACC_70,fibabanka_120,76580.36,10584.12,KMH,fibabanka
fibabanka_ACC_71,fibabanka_135,29884.82,13054.17,Vadesiz,fibabanka
fibabanka_ACC_72,fibabanka_148,185517.28,6732.31,Yatırım,fibabanka
fibabanka_ACC_73,fibabanka_162,192390.78,10243.14,Vadesiz,fibabanka
fibabanka_ACC_74,fibabanka_50,183624.72,9561.36,KMH,fibabanka
fibabanka_ACC_75,fibabanka_140,67658.51,4006.32,Vadesiz,fibabanka
fibabanka_ACC_76,fibabanka_131,131214.31,5867.31,Yatırım,fibabanka
fibabanka_ACC_77,fibabanka_124,147128.38,8830.86,Vadesiz,fibabanka
fibabanka_ACC_78,fibabanka_267,68143.91,10354.17,Vadesiz,fibabanka
fibabanka_ACC_79,fibabanka_161,109974.9,10092.03,Vadesiz,fibabanka
fibabanka_ACC_80,fibabanka_7,82838.5,7878.96,Yatırım,fibabanka
fibabanka_ACC_81,fibabanka_229,70951.77,10878.76,KMH,fibabanka
fibabanka_ACC_82,fibabanka_99,7774.31,9290.96,Vadesiz,fibabanka
fibabanka_ACC_83,fibabanka_305,131664.5,12531.89,Yatırım,fibabanka
fibabanka_ACC_84,fibabanka_63,141906.95,1799.66,Yatırım,fibabanka
fibabanka_ACC_85,fibabanka_67,75815.73,11457.87,Yatırım,fibabanka
fibabanka_ACC_86,fibabanka_290,160836.81,2771.53,Vadesiz,fibabanka
fibabanka_ACC_87,fibabanka_95,51413.81,7004.33,Vadesiz,fibabanka
fibabanka_ACC_88,fibabanka_233,184616.38,4145.75,KMH,fibabanka
fibabanka_ACC_89,fibabanka_166,52209.98,11710.97,KMH,fibabanka
fibabanka_ACC_90,fibabanka_32,77177,4989.82,Vadesiz,fibabanka
fibabanka_ACC_91,fibabanka_133,191165.53,3969.97,KMH,fibabanka
fibabanka_ACC_92,fibabanka_36,98852.64,13928.79,Yatırım,fibabanka
fibabanka_ACC_93,fibabanka_202,36509.99,7380.86,Vadesiz,fibabanka
fibabanka_ACC_94,fibabanka_277,153972.76,3275.8,Yatırım,fibabanka
fibabanka_ACC_95,fibabanka_55,182609.24,10731,Vadesiz,fibabanka
fibabanka_ACC_96,fibabanka_18,15510.98,8570.17,KMH,fibabanka
fibabanka_ACC_97,fibabanka_229,4734.19,7465.52,Yatırım,fibabanka
fibabanka_ACC_98,fibabanka_1,186645.85,9969.09,KMH,fibabanka
fibabanka_ACC_99,fibabanka_78,140310.98,13569.26,Yatırım,fibabanka
fibabanka_ACC_100,fibabanka_2,103561.22,14098.67,KMH,fibabanka
fibabanka_ACC_101,fibabanka_245,87775.48,12660.74,Vadesiz,fibabanka
fibabanka_ACC_102,fibabanka_277,45943.52,5766.36,Yatırım,fibabanka
fibabanka_ACC_103,fibabanka_247,25119.53,8029.56,KMH,fibabanka
fibabanka_ACC_104,fibabanka_171,136685.31,6009.22,Yatırım,fibabanka
fibabanka_ACC_105,fibabanka_47,73705.72,12800.13,KMH,fibabanka
fibabanka_ACC_106,fibabanka_42,168395.14,11406.8,KMH,fibabanka
fibabanka_ACC_107,fibabanka_104,36147.04,589.97,KMH,fibabanka
fibabanka_ACC_108,fibabanka_98,60475.2,5851.57,Vadesiz,fibabanka
fibabanka_ACC_109,fibabanka_184,97814.2,13278.21,KMH,fibabanka
fibabanka_ACC_110,fibabanka_98,28848.65,2896.39,Yatırım,fibabanka
fibabanka_ACC_111,fibabanka_304,48458.54,5831.51,Yatırım,fibabanka
fibabanka_ACC_112,fibabanka_158,100437.15,14474.31,KMH,fibabanka
fibabanka_ACC_113,fibabanka_9,8371.49,840.82,Yatırım,fibabanka
fibabanka_ACC_114,fibabanka_22,81696.06,3175.17,Yatırım,fibabanka
fibabanka_ACC_115,fibabanka_268,92215.7,10171.17,Yatırım,fibabanka
fibabanka_ACC_116,fibabanka_77,148469.25,3494.78,Vadesiz,fibabanka
fibabanka_ACC_117,fibabanka_19,147356.49,7333.42,Vadesiz,fibabanka
fibabanka_ACC_118,fibabanka_242,181528.6,9275.58,Vadesiz,fibabanka
fibabanka_ACC_119,fibabanka_67,3858.68,9489.92,KMH,fibabanka
fibabanka_ACC_120,fibabanka_50,91780.73,2560.34,Yatırım,fibabanka
fibabanka_ACC_121,fibabanka_33,163742.24,1594.97,KMH,fibabanka
fibabanka_ACC_122,fibabanka_305,160035.87,3308.59,Vadesiz,fibabanka
fibabanka_ACC_123,fibabanka_219,68131.28,12538.44,Yatırım,fibabanka
fibabanka_ACC_124,fibabanka_206,65522.75,14637.8,Yatırım,fibabanka
fibabanka_ACC_125,fibabanka_280,28328.55,12546.41,Vadesiz,fibabanka
fibabanka_ACC_126,fibabanka_24,119023.97,5032.56,Vadesiz,fibabanka
fibabanka_ACC_127,fibabanka_141,29106.12,6227.31,Yatırım,fibabanka
fibabanka_ACC_128,fibabanka_190,111128.14,6579.92,Yatırım,fibabanka
fibabanka_ACC_129,fibabanka_21,27540.8,11865.78,Yatırım,fibabanka
fibabanka_ACC_130,fibabanka_193,155754.67,234.45,KMH,fibabanka
fibabanka_ACC_131,fibabanka_42,2263.57,2691.19,Vadesiz,fibabanka
fibabanka_ACC_132,fibabanka_304,177496.11,6243.33,KMH,fibabanka
fibabanka_ACC_133,fibabanka_65,42025.88,9597.39,Yatırım,fibabanka
fibabanka_ACC_134,fibabanka_231,82994.23,14071.34,Yatırım,fibabanka
fibabanka_ACC_135,fibabanka_20,119658.12,10757.98,Yatırım,fibabanka
fibabanka_ACC_136,fibabanka_46,125811.14,11738.75,KMH,fibabanka
fibabanka_ACC_137,fibabanka_215,1909.44,3534.59,Vadesiz,fibabanka
fibabanka_ACC_138,fibabanka_272,195381.5,9283.81,Yatırım,fibabanka
fibabanka_ACC_139,fibabanka_260,44635.95,11554.97,Yatırım,fibabanka
fibabanka_ACC_140,fibabanka_107,56008.89,2905.78,Vadesiz,fibabanka
fibabanka_ACC_141,fibabanka_243,100005.45,2396.39,Vadesiz,fibabanka
fibabanka_ACC_142,fibabanka_28,129327.31,4275.97,KMH,fibabanka
fibabanka_ACC_143,fibabanka_129,67524.63,12077.31,KMH,fibabanka
fibabanka_ACC_144,fibabanka_23,21779.8,786.85,Yatırım,fibabanka
fibabanka_ACC_145,fibabanka_91,32451.08,435.98,Yatırım,fibabanka
fibabanka_ACC_146,fibabanka_60,15101.04,3529.5,KMH,fibabanka
fibabanka_ACC_147,fibabanka_304,116372.59,6285.99,Yatırım,fibabanka
fibabanka_ACC_148,fibabanka_167,46782.58,1651.99,Vadesiz,fibabanka
fibabanka_ACC_149,fibabanka_51,48186.55,6188.93,Vadesiz,fibabanka
fibabanka_ACC_150,fibabanka_193,178381.66,1102.95,Yatırım,fibabanka
fibabanka_ACC_151,fibabanka_249,11813.53,6537.98,Vadesiz,fibabanka
fibabanka_ACC_152,fibabanka_233,36434.09,5602.28,KMH,fibabanka
fibabanka_ACC_153,fibabanka_100,126772.2,14633.34,Vadesiz,fibabanka
fibabanka_ACC_154,fibabanka_172,26315.14,10383.16,Vadesiz,fibabanka
fibabanka_ACC_155,fibabanka_144,28163.8,12774.77,KMH,fibabanka
fibabanka_ACC_156,fibabanka_215,35069.06,5153.64,KMH,fibabanka
fibabanka_ACC_157,fibabanka_81,158119.85,9569.99,Yatırım,fibabanka
fibabanka_ACC_158,fibabanka_88,116046.17,8291.33,Vadesiz,fibabanka
fibabanka_ACC_159,fibabanka_45,82927.53,7826.53,Vadesiz,fibabanka
fibabanka_ACC_160,fibabanka_303,95224.31,6941.44,Vadesiz,fibabanka
fibabanka_ACC_161,fibabanka_220,147499.59,3699.81,KMH,fibabanka
fibabanka_ACC_162,fibabanka_223,116313.94,13377.34,Yatırım,fibabanka
fibabanka_ACC_163,fibabanka_77,182837.19,13473.78,KMH,fibabanka
fibabanka_ACC_164,fibabanka_23,8971.68,7059.79,Yatırım,fibabanka
fibabanka_ACC_165,fibabanka_18,85713.83,5914.8,Yatırım,fibabanka
fibabanka_ACC_166,fibabanka_51,91035.83,3607.67,Yatırım,fibabanka
fibabanka_ACC_167,fibabanka_7,138938.81,6099.27,Vadesiz,fibabanka
fibabanka_ACC_168,fibabanka_68,72322.73,3585.94,Vadesiz,fibabanka
fibabanka_ACC_169,fibabanka_9,96476.81,4572.55,Yatırım,fibabanka
fibabanka_ACC_170,fibabanka_236,171726.5,11209.3,Vadesiz,fibabanka
fibabanka_ACC_171,fibabanka_233,93288.37,2079.36,Yatırım,fibabanka
fibabanka_ACC_172,fibabanka_208,37804.2,13073.28,Yatırım,fibabanka
fibabanka_ACC_173,fibabanka_238,141076.51,20.45,Yatırım,fibabanka
fibabanka_ACC_174,fibabanka_37,77590.97,10361.26,Yatırım,fibabanka
fibabanka_ACC_175,fibabanka_17,60021.41,11293.32,Yatırım,fibabanka
fibabanka_ACC_176,fibabanka_278,115470.64,3107.2,Yatırım,fibabanka
fibabanka_ACC_177,fibabanka_42,124470.59,5035.42,Vadesiz,fibabanka
fibabanka_ACC_178,fibabanka_264,189119.12,10119.79,Vadesiz,fibabanka
fibabanka_ACC_179,fibabanka_57,77208.04,6980.29,Vadesiz,fibabanka
fibabanka_ACC_180,fibabanka_188,73920.17,9722.59,Yatırım,fibabanka
fibabanka_ACC_181,fibabanka_35,112590.88,11603.63,Vadesiz,fibabanka
fibabanka_ACC_182,fibabanka_172,48487.91,1703.37,KMH,fibabanka
fibabanka_ACC_183,fibabanka_298,174355.15,10542.65,Yatırım,fibabanka
fibabanka_ACC_184,fibabanka_116,64772.3,13469,Yatırım,fibabanka
fibabanka_ACC_185,fibabanka_217,56151.92,950.54,KMH,fibabanka
fibabanka_ACC_186,fibabanka_232,97759.15,7900.24,Vadesiz,fibabanka
fibabanka_ACC_187,fibabanka_241,142255.23,10174.62,Yatırım,fibabanka
fibabanka_ACC_188,fibabanka_150,90943.7,5522.19,Yatırım,fibabanka
fibabanka_ACC_189,fibabanka_34,38482.36,13259.68,Vadesiz,fibabanka
fibabanka_ACC_190,fibabanka_42,78745.82,2682.18,Vadesiz,fibabanka
fibabanka_ACC_191,fibabanka_56,33788.48,1680.37,Vadesiz,fibabanka
fibabanka_ACC_192,fibabanka_255,30949.12,3063.84,Yatırım,fibabanka
fibabanka_ACC_193,fibabanka_12,59340.72,14543.62,Yatırım,fibabanka
fibabanka_ACC_194,fibabanka_68,95307.08,6301.95,Yatırım,fibabanka
fibabanka_ACC_195,fibabanka_11,59011.84,944.24,Vadesiz,fibabanka
fibabanka_ACC_196,fibabanka_267,129289.73,6175.38,KMH,fibabanka
fibabanka_ACC_197,fibabanka_168,97743.53,9987.83,Yatırım,fibabanka
fibabanka_ACC_198,fibabanka_281,89606,4561.24,Vadesiz,fibabanka
fibabanka_ACC_199,fibabanka_157,35175.69,3900.11,KMH,fibabanka
fibabanka_ACC_200,fibabanka_191,194174.09,11546.25,Vadesiz,fibabanka
fibabanka_ACC_201,fibabanka_76,71271.06,6838.9,Vadesiz,fibabanka
fibabanka_ACC_202,fibabanka_83,142650.62,4278.7,Vadesiz,fibabanka
fibabanka_ACC_203,fibabanka_79,33089.69,1753.76,KMH,fibabanka
fibabanka_ACC_204,fibabanka_295,26168.23,3906.11,Vadesiz,fibabanka
fibabanka_ACC_205,fibabanka_106,112934.96,520.34,KMH,fibabanka
fibabanka_ACC_206,fibabanka_177,30440.9,6726.44,Vadesiz,fibabanka
fibabanka_ACC_207,fibabanka_274,61010.39,13806.51,KMH,fibabanka
fibabanka_ACC_208,fibabanka_256,153935.12,14216.84,KMH,fibabanka
fibabanka_ACC_209,fibabanka_80,1854.57,11077.42,Yatırım,fibabanka
fibabanka_ACC_210,fibabanka_170,129801.55,4433.35,KMH,fibabanka
fibabanka_ACC_211,fibabanka_294,133710.66,11993.64,Yatırım,fibabanka
fibabanka_ACC_212,fibabanka_227,68398.2,1684.73,KMH,fibabanka
fibabanka_ACC_213,fibabanka_21,28745.24,8264.4,KMH,fibabanka
fibabanka_ACC_214,fibabanka_13,80924.35,12613.15,KMH,fibabanka
fibabanka_ACC_215,fibabanka_183,19403.75,825.5,Yatırım,fibabanka
fibabanka_ACC_216,fibabanka_100,117102.86,3332.16,KMH,fibabanka
fibabanka_ACC_217,fibabanka_101,5487.18,8076.18,KMH,fibabanka
fibabanka_ACC_218,fibabanka_45,195192.06,5916.35,KMH,fibabanka
fibabanka_ACC_219,fibabanka_163,121031.2,7673.34,Vadesiz,fibabanka
fibabanka_ACC_220,fibabanka_185,80114.04,10739.46,KMH,fibabanka
fibabanka_ACC_221,fibabanka_190,77836.41,182.86,KMH,fibabanka
fibabanka_ACC_222,fibabanka_180,62308.98,6683.64,Yatırım,fibabanka
fibabanka_ACC_223,fibabanka_45,43923.34,13317.07,Yatırım,fibabanka
fibabanka_ACC_224,fibabanka_213,160933.42,4329.51,Yatırım,fibabanka
fibabanka_ACC_225,fibabanka_218,145992.5,6212.91,Yatırım,fibabanka
fibabanka_ACC_226,fibabanka_307,18129.52,3116.76,KMH,fibabanka
fibabanka_ACC_227,fibabanka_269,197341.03,991.74,Yatırım,fibabanka
fibabanka_ACC_228,fibabanka_193,18601.21,6141.91,KMH,fibabanka
fibabanka_ACC_229,fibabanka_213,35803.71,6931.8,Yatırım,fibabanka
fibabanka_ACC_230,fibabanka_71,40652.25,12484.26,KMH,fibabanka
fibabanka_ACC_231,fibabanka_284,98626.54,12341.99,KMH,fibabanka
fibabanka_ACC_232,fibabanka_300,61478.96,8389.22,KMH,fibabanka
fibabanka_ACC_233,fibabanka_115,6341.16,36.7,KMH,fibabanka
fibabanka_ACC_234,fibabanka_154,191249.29,12513.65,KMH,fibabanka
fibabanka_ACC_235,fibabanka_64,131108.78,13390.3,KMH,fibabanka
fibabanka_ACC_236,fibabanka_92,98885.41,10317.65,Vadesiz,fibabanka
fibabanka_ACC_237,fibabanka_15,24751.58,4158.26,Vadesiz,fibabanka
fibabanka_ACC_238,fibabanka_307,149367.55,8715.99,Yatırım,fibabanka
fibabanka_ACC_239,fibabanka_224,173800.84,9419.94,KMH,fibabanka
fibabanka_ACC_240,fibabanka_62,75267.24,10994.36,Vadesiz,fibabanka
fibabanka_ACC_241,fibabanka_133,33406.6,877.66,KMH,fibabanka
fibabanka_ACC_242,fibabanka_237,175785.14,2032.46,Vadesiz,fibabanka
fibabanka_ACC_243,fibabanka_28,55261.4,6292.71,KMH,fibabanka
fibabanka_ACC_244,fibabanka_25,58681.38,7944.18,Vadesiz,fibabanka
fibabanka_ACC_245,fibabanka_264,39569.15,9420.45,Vadesiz,fibabanka
fibabanka_ACC_246,fibabanka_307,150773.07,8155.69,KMH,fibabanka
fibabanka_ACC_247,fibabanka_155,55020.34,10469.51,KMH,fibabanka
fibabanka_ACC_248,fibabanka_50,107349.64,5274.44,Vadesiz,fibabanka
fibabanka_ACC_249,fibabanka_7,28252.94,4221.27,KMH,fibabanka
fibabanka_ACC_250,fibabanka_211,68722.31,13661.82,Vadesiz,fibabanka
fibabanka_ACC_251,fibabanka_112,31756.43,3316.7,Vadesiz,fibabanka
fibabanka_ACC_252,fibabanka_287,123072.24,12471.24,Yatırım,fibabanka
fibabanka_ACC_253,fibabanka_273,142796.88,10533.97,Vadesiz,fibabanka
fibabanka_ACC_254,fibabanka_214,92637.78,1146,Vadesiz,fibabanka
fibabanka_ACC_255,fibabanka_9,96424.13,4673.6,KMH,fibabanka
fibabanka_ACC_256,fibabanka_72,163590.7,13345.9,Yatırım,fibabanka
fibabanka_ACC_257,fibabanka_268,152954.32,5130.68,Yatırım,fibabanka
fibabanka_ACC_258,fibabanka_156,6723.15,12218.61,Vadesiz,fibabanka
fibabanka_ACC_259,fibabanka_66,171506.23,2135.39,Vadesiz,fibabanka
fibabanka_ACC_260,fibabanka_158,25943.49,1953.27,Vadesiz,fibabanka
fibabanka_ACC_261,fibabanka_218,138472.81,11760.45,Vadesiz,fibabanka
fibabanka_ACC_262,fibabanka_10,155163.77,11360.01,Vadesiz,fibabanka
fibabanka_ACC_263,fibabanka_101,22455.66,11895.83,Yatırım,fibabanka
fibabanka_ACC_264,fibabanka_304,12793.78,1783.83,KMH,fibabanka
fibabanka_ACC_265,fibabanka_23,14183.22,10013.8,Vadesiz,fibabanka
fibabanka_ACC_266,fibabanka_64,184099.52,3081.02,Vadesiz,fibabanka
fibabanka_ACC_267,fibabanka_95,134449.53,438.89,Vadesiz,fibabanka
fibabanka_ACC_268,fibabanka_143,189809.53,5217.55,Vadesiz,fibabanka
fibabanka_ACC_269,fibabanka_257,156379.63,9194.35,Yatırım,fibabanka
fibabanka_ACC_270,fibabanka_292,14599.07,12293.8,Vadesiz,fibabanka
fibabanka_ACC_271,fibabanka_271,44182.62,2873.21,KMH,fibabanka
fibabanka_ACC_272,fibabanka_88,180430.4,8056.9,Yatırım,fibabanka
fibabanka_ACC_273,fibabanka_51,184922.19,13807.16,Yatırım,fibabanka
fibabanka_ACC_274,fibabanka_244,73926.14,8840.71,KMH,fibabanka
fibabanka_ACC_275,fibabanka_55,36988.86,5322.34,KMH,fibabanka
fibabanka_ACC_276,fibabanka_218,43640.53,3413.31,Vadesiz,fibabanka
fibabanka_ACC_277,fibabanka_161,25599.47,1654.74,Vadesiz,fibabanka
fibabanka_ACC_278,fibabanka_254,152692.46,10570.96,Yatırım,fibabanka
fibabanka_ACC_279,fibabanka_21,17367.34,7405.69,KMH,fibabanka
fibabanka_ACC_280,fibabanka_146,91932.21,11042.62,Yatırım,fibabanka
fibabanka_ACC_281,fibabanka_228,45948.81,6109.23,KMH,fibabanka
fibabanka_ACC_282,fibabanka_97,171497.98,13421.32,KMH,fibabanka
fibabanka_ACC_283,fibabanka_189,36680.16,14980.85,KMH,fibabanka
fibabanka_ACC_284,fibabanka_54,79877.58,7839.94,Yatırım,fibabanka
fibabanka_ACC_285,fibabanka_44,24724.35,5922.17,Yatırım,fibabanka
fibabanka_ACC_286,fibabanka_303,195536.6,11121.48,Vadesiz,fibabanka
fibabanka_ACC_287,fibabanka_34,73378.29,2986.3,Vadesiz,fibabanka
fibabanka_ACC_288,fibabanka_305,168961.87,6064.34,Vadesiz,fibabanka
fibabanka_ACC_289,fibabanka_218,145314.9,4177.77,Yatırım,fibabanka
fibabanka_ACC_290,fibabanka_298,119136.34,11344.54,Yatırım,fibabanka
fibabanka_ACC_291,fibabanka_205,71863.36,10000.16,KMH,fibabanka
fibabanka_ACC_292,fibabanka_249,102771.49,2210.61,KMH,fibabanka
fibabanka_ACC_293,fibabanka_56,25315.82,7340.12,Vadesiz,fibabanka
fibabanka_ACC_294,fibabanka_69,6914.98,11066.98,Vadesiz,fibabanka
fibabanka_ACC_295,fibabanka_256,135943.38,14581.09,KMH,fibabanka
fibabanka_ACC_296,fibabanka_168,31394.59,9329.5,Vadesiz,fibabanka
fibabanka_ACC_297,fibabanka_40,132555.04,7799.23,KMH,fibabanka
fibabanka_ACC_298,fibabanka_239,41184.42,9931.4,KMH,fibabanka
fibabanka_ACC_299,fibabanka_259,53071.39,5154.23,Yatırım,fibabanka
fibabanka_ACC_300,fibabanka_280,4516.41,11459.47,KMH,fibabanka
