bank_customer_id,global_customer_id,bank_id,registration_date,risk_score
fibabanka_91,CUST_0149,fibabanka,2021-12-13,79
fibabanka_92,CUST_0150,fibabanka,2025-02-26,44
fibabanka_93,CUST_0151,fibabanka,2023-08-26,47
fibabanka_94,CUST_0152,fibabanka,2020-09-18,24
fibabanka_95,CUST_0154,fibabanka,2023-08-17,64
fibabanka_96,CUST_0155,fibabanka,2020-08-15,55
fibabanka_97,CUST_0156,fibabanka,2023-01-25,27
fibabanka_98,CUST_0159,fibabanka,2020-09-14,54
fibabanka_99,CUST_0161,fibabanka,2025-06-23,90
fibabanka_100,CUST_0162,fibabanka,2020-12-14,97
fibabanka_101,CUST_0164,fibabanka,2021-06-22,48
fibabanka_102,CUST_0165,fibabanka,2020-12-19,47
fibabanka_103,CUST_0166,fibabanka,2020-08-19,52
fibabanka_104,CUST_0167,fibabanka,2021-05-19,36
fibabanka_105,CUST_0168,fibabanka,2022-11-24,58
fibabanka_106,CUST_0169,fibabanka,2021-05-04,24
fibabanka_107,CUST_0171,fibabanka,2024-08-05,74
fibabanka_108,CUST_0173,fibabanka,2021-07-04,17
fibabanka_109,CUST_0175,fibabanka,2021-06-20,74
fibabanka_110,CUST_0176,fibabanka,2025-03-29,88
fibabanka_111,CUST_0179,fibabanka,2022-12-24,30
fibabanka_112,CUST_0182,fibabanka,2023-12-03,13
fibabanka_113,CUST_0184,fibabanka,2020-07-30,93
fibabanka_114,CUST_0185,fibabanka,2021-08-21,35
fibabanka_115,CUST_0186,fibabanka,2024-09-07,31
fibabanka_116,CUST_0188,fibabanka,2022-08-05,72
fibabanka_117,CUST_0190,fibabanka,2025-03-19,56
fibabanka_118,CUST_0192,fibabanka,2023-03-23,49
fibabanka_119,CUST_0194,fibabanka,2024-02-22,26
fibabanka_120,CUST_0196,fibabanka,2025-07-02,19
fibabanka_121,CUST_0197,fibabanka,2023-08-24,95
fibabanka_122,CUST_0198,fibabanka,2024-05-16,20
fibabanka_123,CUST_0200,fibabanka,2022-09-17,61
fibabanka_124,CUST_0202,fibabanka,2022-04-04,2
fibabanka_125,CUST_0203,fibabanka,2023-05-05,23
fibabanka_126,CUST_0204,fibabanka,2024-10-15,54
fibabanka_127,CUST_0207,fibabanka,2025-03-02,64
fibabanka_128,CUST_0208,fibabanka,2021-03-07,18
fibabanka_129,CUST_0209,fibabanka,2021-12-30,81
fibabanka_130,CUST_0211,fibabanka,2022-03-02,67
fibabanka_131,CUST_0214,fibabanka,2020-08-29,69
fibabanka_132,CUST_0215,fibabanka,2023-03-17,93
fibabanka_133,CUST_0216,fibabanka,2025-03-15,41
fibabanka_134,CUST_0219,fibabanka,2023-06-09,63
fibabanka_135,CUST_0221,fibabanka,2020-10-03,39
fibabanka_136,CUST_0223,fibabanka,2023-10-18,33
fibabanka_137,CUST_0224,fibabanka,2024-01-04,72
fibabanka_138,CUST_0225,fibabanka,2022-07-10,73
fibabanka_139,CUST_0227,fibabanka,2021-07-11,7
fibabanka_140,CUST_0228,fibabanka,2024-11-10,51
fibabanka_141,CUST_0229,fibabanka,2025-04-03,13
fibabanka_142,CUST_0230,fibabanka,2025-01-14,89
fibabanka_143,CUST_0231,fibabanka,2025-03-11,21
fibabanka_144,CUST_0233,fibabanka,2020-07-27,8
fibabanka_145,CUST_0234,fibabanka,2021-09-04,28
fibabanka_146,CUST_0236,fibabanka,2025-07-01,33
fibabanka_147,CUST_0240,fibabanka,2024-06-17,61
fibabanka_148,CUST_0244,fibabanka,2024-07-08,81
fibabanka_149,CUST_0246,fibabanka,2021-08-02,13
fibabanka_150,CUST_0251,fibabanka,2025-07-18,58
fibabanka_151,CUST_0254,fibabanka,2023-07-31,96
fibabanka_152,CUST_0255,fibabanka,2021-06-02,43
fibabanka_153,CUST_0256,fibabanka,2021-08-08,34
fibabanka_154,CUST_0257,fibabanka,2025-03-21,47
fibabanka_155,CUST_0258,fibabanka,2023-04-29,47
fibabanka_156,CUST_0259,fibabanka,2020-10-15,72
fibabanka_157,CUST_0263,fibabanka,2021-12-09,72
fibabanka_158,CUST_0265,fibabanka,2022-06-17,33
fibabanka_159,CUST_0266,fibabanka,2022-07-08,45
fibabanka_160,CUST_0267,fibabanka,2024-07-22,3
fibabanka_161,CUST_0269,fibabanka,2024-02-19,53
fibabanka_162,CUST_0270,fibabanka,2022-05-03,16
fibabanka_163,CUST_0275,fibabanka,2025-06-10,45
fibabanka_164,CUST_0276,fibabanka,2025-05-13,87
fibabanka_165,CUST_0277,fibabanka,2024-08-30,78
fibabanka_166,CUST_0278,fibabanka,2020-11-15,26
fibabanka_167,CUST_0279,fibabanka,2024-03-27,74
fibabanka_168,CUST_0282,fibabanka,2020-08-10,74
fibabanka_169,CUST_0284,fibabanka,2023-02-21,84
fibabanka_170,CUST_0285,fibabanka,2020-09-08,84
fibabanka_171,CUST_0286,fibabanka,2025-04-16,69
fibabanka_172,CUST_0289,fibabanka,2021-05-10,23
fibabanka_173,CUST_0290,fibabanka,2022-08-16,100
fibabanka_174,CUST_0291,fibabanka,2021-12-11,37
fibabanka_175,CUST_0292,fibabanka,2025-01-22,46
fibabanka_176,CUST_0293,fibabanka,2022-12-22,42
fibabanka_177,CUST_0297,fibabanka,2024-08-27,87
fibabanka_178,CUST_0300,fibabanka,2022-11-08,66
fibabanka_179,CUST_0301,fibabanka,2021-02-03,63
fibabanka_180,CUST_0304,fibabanka,2021-11-08,100
fibabanka_181,CUST_0305,fibabanka,2022-05-17,95
fibabanka_182,CUST_0307,fibabanka,2021-11-14,58
fibabanka_183,CUST_0308,fibabanka,2021-12-22,11
fibabanka_184,CUST_0309,fibabanka,2024-07-17,49
fibabanka_185,CUST_0311,fibabanka,2021-08-08,79
fibabanka_186,CUST_0313,fibabanka,2021-04-29,37
fibabanka_187,CUST_0314,fibabanka,2023-08-06,60
fibabanka_188,CUST_0316,fibabanka,2022-02-04,81
fibabanka_189,CUST_0318,fibabanka,2023-07-22,19
fibabanka_190,CUST_0320,fibabanka,2022-07-31,22
fibabanka_191,CUST_0321,fibabanka,2024-01-12,82
fibabanka_192,CUST_0323,fibabanka,2021-11-03,44
fibabanka_193,CUST_0324,fibabanka,2021-03-05,54
fibabanka_194,CUST_0327,fibabanka,2024-06-17,81
fibabanka_195,CUST_0328,fibabanka,2021-02-12,79
fibabanka_196,CUST_0329,fibabanka,2022-04-12,74
fibabanka_197,CUST_0331,fibabanka,2024-11-07,52
fibabanka_198,CUST_0332,fibabanka,2022-06-26,10
fibabanka_199,CUST_0334,fibabanka,2020-12-17,11
fibabanka_200,CUST_0335,fibabanka,2021-08-20,21
fibabanka_201,CUST_0337,fibabanka,2023-03-14,44
fibabanka_202,CUST_0339,fibabanka,2022-09-22,30
fibabanka_203,CUST_0343,fibabanka,2023-06-13,41
fibabanka_204,CUST_0345,fibabanka,2025-05-18,41
fibabanka_205,CUST_0350,fibabanka,2025-02-24,84
fibabanka_206,CUST_0351,fibabanka,2021-02-06,38
fibabanka_207,CUST_0353,fibabanka,2023-07-01,91
fibabanka_208,CUST_0354,fibabanka,2023-04-14,35
fibabanka_209,CUST_0356,fibabanka,2021-06-10,78
fibabanka_210,CUST_0357,fibabanka,2024-07-21,83
fibabanka_211,CUST_0358,fibabanka,2024-04-12,51
fibabanka_212,CUST_0359,fibabanka,2020-08-17,35
fibabanka_213,CUST_0360,fibabanka,2024-11-11,57
fibabanka_214,CUST_0361,fibabanka,2024-02-06,100
fibabanka_215,CUST_0362,fibabanka,2021-06-13,47
fibabanka_216,CUST_0366,fibabanka,2025-03-24,96
fibabanka_217,CUST_0368,fibabanka,2024-12-22,76
fibabanka_218,CUST_0369,fibabanka,2020-11-06,67
fibabanka_219,CUST_0374,fibabanka,2020-07-22,58
fibabanka_220,CUST_0375,fibabanka,2021-08-27,53
fibabanka_221,CUST_0376,fibabanka,2021-04-11,22
fibabanka_222,CUST_0377,fibabanka,2023-04-12,24
fibabanka_223,CUST_0378,fibabanka,2024-08-10,3
fibabanka_224,CUST_0380,fibabanka,2024-06-15,17
fibabanka_225,CUST_0381,fibabanka,2021-01-14,94
fibabanka_226,CUST_0382,fibabanka,2021-09-17,31
fibabanka_227,CUST_0383,fibabanka,2024-11-10,85
fibabanka_228,CUST_0384,fibabanka,2025-02-07,33
fibabanka_229,CUST_0385,fibabanka,2022-07-23,96
fibabanka_230,CUST_0389,fibabanka,2023-11-18,90
fibabanka_231,CUST_0392,fibabanka,2020-08-14,96
fibabanka_232,CUST_0393,fibabanka,2024-04-06,11
fibabanka_233,CUST_0394,fibabanka,2021-08-30,27
fibabanka_234,CUST_0395,fibabanka,2021-07-16,22
fibabanka_235,CUST_0398,fibabanka,2023-11-13,51
fibabanka_236,CUST_0399,fibabanka,2023-04-21,14
fibabanka_237,CUST_0400,fibabanka,2024-09-15,13
fibabanka_238,CUST_0402,fibabanka,2021-10-31,9
fibabanka_239,CUST_0404,fibabanka,2022-07-27,61
fibabanka_240,CUST_0405,fibabanka,2020-08-31,71
fibabanka_241,CUST_0406,fibabanka,2024-05-10,7
fibabanka_242,CUST_0408,fibabanka,2024-01-14,4
fibabanka_243,CUST_0409,fibabanka,2022-03-08,99
fibabanka_244,CUST_0413,fibabanka,2022-05-03,51
fibabanka_245,CUST_0414,fibabanka,2023-01-21,68
fibabanka_246,CUST_0417,fibabanka,2024-11-28,98
fibabanka_247,CUST_0418,fibabanka,2024-01-13,11
fibabanka_248,CUST_0419,fibabanka,2023-11-14,14
fibabanka_249,CUST_0420,fibabanka,2023-01-12,34
fibabanka_250,CUST_0422,fibabanka,2024-01-07,80
fibabanka_251,CUST_0423,fibabanka,2023-09-16,20
fibabanka_252,CUST_0424,fibabanka,2021-10-29,11
fibabanka_253,CUST_0426,fibabanka,2025-05-14,84
fibabanka_254,CUST_0428,fibabanka,2024-12-06,50
fibabanka_255,CUST_0431,fibabanka,2023-02-10,40
fibabanka_256,CUST_0432,fibabanka,2023-07-21,30
fibabanka_257,CUST_0434,fibabanka,2025-07-07,32
fibabanka_258,CUST_0436,fibabanka,2022-04-23,95
fibabanka_259,CUST_0437,fibabanka,2023-03-26,37
fibabanka_260,CUST_0438,fibabanka,2022-05-22,57
fibabanka_261,CUST_0439,fibabanka,2022-05-20,81
fibabanka_262,CUST_0443,fibabanka,2021-04-02,17
fibabanka_263,CUST_0445,fibabanka,2023-11-24,17
fibabanka_264,CUST_0446,fibabanka,2024-11-08,68
fibabanka_265,CUST_0447,fibabanka,2020-11-30,22
fibabanka_266,CUST_0448,fibabanka,2021-07-14,4
fibabanka_267,CUST_0449,fibabanka,2023-10-16,5
fibabanka_268,CUST_0451,fibabanka,2023-07-01,85
fibabanka_269,CUST_0452,fibabanka,2023-06-01,46
fibabanka_270,CUST_0453,fibabanka,2023-09-04,42
fibabanka_271,CUST_0454,fibabanka,2024-04-25,61
fibabanka_272,CUST_0456,fibabanka,2024-03-20,60
fibabanka_273,CUST_0457,fibabanka,2024-11-16,70
fibabanka_274,CUST_0459,fibabanka,2021-09-09,35
fibabanka_275,CUST_0460,fibabanka,2021-11-20,71
fibabanka_276,CUST_0461,fibabanka,2021-08-17,57
fibabanka_277,CUST_0462,fibabanka,2020-12-13,18
fibabanka_278,CUST_0463,fibabanka,2024-07-03,90
fibabanka_279,CUST_0464,fibabanka,2025-01-19,70
fibabanka_280,CUST_0472,fibabanka,2021-05-02,23
fibabanka_281,CUST_0473,fibabanka,2021-10-14,76
fibabanka_282,CUST_0474,fibabanka,2023-09-28,77
fibabanka_283,CUST_0475,fibabanka,2021-05-12,59
fibabanka_284,CUST_0476,fibabanka,2023-11-12,81
fibabanka_285,CUST_0478,fibabanka,2022-08-03,96
fibabanka_286,CUST_0480,fibabanka,2021-10-16,82
fibabanka_287,CUST_0481,fibabanka,2022-02-17,73
fibabanka_288,CUST_0485,fibabanka,2025-03-26,56
fibabanka_289,CUST_0486,fibabanka,2023-06-07,68
fibabanka_290,CUST_0487,fibabanka,2022-10-22,82
fibabanka_291,CUST_0490,fibabanka,2024-11-06,82
fibabanka_292,CUST_0491,fibabanka,2024-07-08,69
fibabanka_293,CUST_0494,fibabanka,2025-01-31,40
fibabanka_294,CUST_0495,fibabanka,2021-10-08,45
fibabanka_295,CUST_0496,fibabanka,2024-10-20,62
fibabanka_296,CUST_0498,fibabanka,2021-11-26,70
fibabanka_297,CUST_0499,fibabanka,2024-08-12,30
fibabanka_298,CUST_0500,fibabanka,2021-10-21,12
